station,timestamp,temperature_celsius,relative_humidity_pct,delta_t_celsius,wind_speed_kmh,soil_moisture_pct,rain_prob_pct,crop_stage_sensitivity,readiness_score,spray_window_safe,ground_truth_safe,is_correct,rationale
Ludhiana (Wheat/Paddy),2026-09-06T03:00,25.6,97.0,0.36,3.7,23.17,3.0,0.85,0.0,False,False,True,"Delta-T 0.4°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 23.2% < 30% (xylem tension collapsed, stomata shut)"
Ludhiana (Wheat/Paddy),2026-09-06T04:00,25.5,97.0,0.36,3.1,23.17,8.0,0.85,0.0,False,False,True,"Delta-T 0.4°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 23.2% < 30% (xylem tension collapsed, stomata shut)"
Ludhiana (Wheat/Paddy),2026-09-06T05:00,25.5,96.0,0.49,0.4,23.17,12.0,0.85,0.0,False,False,True,"Delta-T 0.5°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 23.2% < 30% (xylem tension collapsed, stomata shut)"
Ludhiana (Wheat/Paddy),2026-09-06T06:00,25.2,97.0,0.36,2.7,23.17,17.0,0.85,0.0,False,False,True,"Delta-T 0.4°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 23.2% < 30% (xylem tension collapsed, stomata shut)"
Ludhiana (Wheat/Paddy),2026-09-06T07:00,25.7,95.0,0.63,2.3,23.17,21.0,0.85,0.0,False,False,True,"Delta-T 0.6°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 23.2% < 30% (xylem tension collapsed, stomata shut)"
Ludhiana (Wheat/Paddy),2026-09-06T08:00,27.3,86.0,1.91,4.7,23.1,24.0,0.85,0.0,False,False,True,"Delta-T 1.9°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 23.1% < 30% (xylem tension collapsed, stomata shut)"
Ludhiana (Wheat/Paddy),2026-09-06T09:00,26.4,90.0,1.33,7.4,23.0,25.0,0.85,0.0,False,False,True,"Delta-T 1.3°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 23.0% < 30% (xylem tension collapsed, stomata shut)"
Ludhiana (Wheat/Paddy),2026-09-06T10:00,27.9,81.0,2.64,4.3,22.83,24.0,0.85,0.0,False,False,True,"Soil moisture 22.8% < 30% (xylem tension collapsed, stomata shut)"
Ludhiana (Wheat/Paddy),2026-09-06T11:00,29.8,71.0,4.24,3.9,22.63,22.0,0.85,0.0,False,False,True,"Soil moisture 22.6% < 30% (xylem tension collapsed, stomata shut)"
Ludhiana (Wheat/Paddy),2026-09-06T12:00,30.8,67.0,4.94,3.3,22.47,17.0,0.85,0.0,False,False,True,"Soil moisture 22.5% < 30% (xylem tension collapsed, stomata shut)"
Ludhiana (Wheat/Paddy),2026-09-06T13:00,31.5,65.0,5.32,1.8,22.3,11.0,0.85,0.0,False,False,True,"Soil moisture 22.3% < 30% (xylem tension collapsed, stomata shut)"
Ludhiana (Wheat/Paddy),2026-09-06T14:00,32.4,61.0,6.08,2.5,22.13,6.0,0.85,0.0,False,False,True,"Soil moisture 22.1% < 30% (xylem tension collapsed, stomata shut)"
Ludhiana (Wheat/Paddy),2026-09-06T15:00,32.4,60.0,6.25,6.1,22.0,5.0,0.85,0.0,False,False,True,"Soil moisture 22.0% < 30% (xylem tension collapsed, stomata shut)"
Ludhiana (Wheat/Paddy),2026-09-06T16:00,31.9,60.0,6.2,7.6,21.97,6.0,0.85,0.0,False,False,True,"Soil moisture 22.0% < 30% (xylem tension collapsed, stomata shut)"
Ludhiana (Wheat/Paddy),2026-09-06T17:00,31.5,61.0,5.99,6.6,21.93,6.0,0.85,0.0,False,False,True,"Soil moisture 21.9% < 30% (xylem tension collapsed, stomata shut)"
Ludhiana (Wheat/Paddy),2026-09-06T18:00,30.3,71.0,4.27,4.8,21.97,5.0,0.85,0.0,False,False,True,"Soil moisture 22.0% < 30% (xylem tension collapsed, stomata shut)"
Ludhiana (Wheat/Paddy),2026-09-06T19:00,29.4,77.0,3.3,5.7,22.07,5.0,0.85,0.0,False,False,True,"Soil moisture 22.1% < 30% (xylem tension collapsed, stomata shut)"
Ludhiana (Wheat/Paddy),2026-09-06T20:00,28.6,82.0,2.52,7.2,22.07,4.0,0.85,0.0,False,False,True,"Soil moisture 22.1% < 30% (xylem tension collapsed, stomata shut)"
Ludhiana (Wheat/Paddy),2026-09-06T21:00,27.8,88.0,1.63,5.2,22.13,4.0,0.85,0.0,False,False,True,"Delta-T 1.6°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 22.1% < 30% (xylem tension collapsed, stomata shut)"
Ludhiana (Wheat/Paddy),2026-09-06T22:00,27.3,92.0,1.06,4.4,22.2,4.0,0.85,0.0,False,False,True,"Delta-T 1.1°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 22.2% < 30% (xylem tension collapsed, stomata shut)"
Ludhiana (Wheat/Paddy),2026-09-06T23:00,26.8,95.0,0.64,2.3,22.27,4.0,0.85,0.0,False,False,True,"Delta-T 0.6°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 22.3% < 30% (xylem tension collapsed, stomata shut)"
Bhopal (Malwa Plateau),2026-09-05T00:00,22.7,94.0,0.75,16.4,50.4,77.0,1.0,0.0,False,False,True,"Wind speed 16.4 km/h > 15 km/h limit (spray drift hazard) | Delta-T 0.8°C < 2.0°C (excess humidity, spray runoff) | Rain probability 77.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-05T01:00,22.8,94.0,0.75,15.5,50.33,69.0,1.0,0.0,False,False,True,"Wind speed 15.5 km/h > 15 km/h limit (spray drift hazard) | Delta-T 0.8°C < 2.0°C (excess humidity, spray runoff) | Rain probability 69.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-05T02:00,22.9,93.0,0.88,16.0,50.43,63.0,1.0,0.0,False,False,True,"Wind speed 16.0 km/h > 15 km/h limit (spray drift hazard) | Delta-T 0.9°C < 2.0°C (excess humidity, spray runoff) | Rain probability 63.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-05T03:00,22.9,92.0,1.01,16.6,49.9,59.0,1.0,0.0,False,False,True,"Wind speed 16.6 km/h > 15 km/h limit (spray drift hazard) | Delta-T 1.0°C < 2.0°C (excess humidity, spray runoff) | Rain probability 59.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-05T04:00,22.8,92.0,1.01,16.9,49.43,57.0,1.0,0.0,False,False,True,"Wind speed 16.9 km/h > 15 km/h limit (spray drift hazard) | Delta-T 1.0°C < 2.0°C (excess humidity, spray runoff) | Rain probability 57.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-05T05:00,22.7,92.0,1.01,17.9,48.93,57.0,1.0,0.0,False,False,True,"Wind speed 17.9 km/h > 15 km/h limit (spray drift hazard) | Delta-T 1.0°C < 2.0°C (excess humidity, spray runoff) | Rain probability 57.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-05T06:00,22.5,94.0,0.75,16.9,48.43,60.0,1.0,0.0,False,False,True,"Wind speed 16.9 km/h > 15 km/h limit (spray drift hazard) | Delta-T 0.8°C < 2.0°C (excess humidity, spray runoff) | Rain probability 60.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-05T07:00,23.1,93.0,0.88,16.0,48.1,65.0,1.0,0.0,False,False,True,"Wind speed 16.0 km/h > 15 km/h limit (spray drift hazard) | Delta-T 0.9°C < 2.0°C (excess humidity, spray runoff) | Rain probability 65.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-05T08:00,23.5,92.0,1.02,15.3,48.07,69.0,1.0,0.0,False,False,True,"Wind speed 15.3 km/h > 15 km/h limit (spray drift hazard) | Delta-T 1.0°C < 2.0°C (excess humidity, spray runoff) | Rain probability 69.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-05T09:00,24.2,87.0,1.7,15.6,48.77,71.0,1.0,0.0,False,False,True,"Wind speed 15.6 km/h > 15 km/h limit (spray drift hazard) | Delta-T 1.7°C < 2.0°C (excess humidity, spray runoff) | Rain probability 71.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-05T10:00,25.9,78.0,2.99,19.7,48.73,72.0,1.0,0.0,False,False,True,Wind speed 19.7 km/h > 15 km/h limit (spray drift hazard) | Rain probability 72.0% > 40% (chemical wash-off risk)
Bhopal (Malwa Plateau),2026-09-05T11:00,26.5,77.0,3.16,18.1,48.73,75.0,1.0,0.0,False,False,True,Wind speed 18.1 km/h > 15 km/h limit (spray drift hazard) | Rain probability 75.0% > 40% (chemical wash-off risk)
Bhopal (Malwa Plateau),2026-09-05T12:00,25.4,82.0,2.41,19.3,48.57,81.0,1.0,0.0,False,False,True,Wind speed 19.3 km/h > 15 km/h limit (spray drift hazard) | Rain probability 81.0% > 40% (chemical wash-off risk)
Bhopal (Malwa Plateau),2026-09-05T13:00,26.3,86.0,1.88,19.9,48.43,88.0,1.0,0.0,False,False,True,"Wind speed 19.9 km/h > 15 km/h limit (spray drift hazard) | Delta-T 1.9°C < 2.0°C (excess humidity, spray runoff) | Rain probability 88.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-05T14:00,27.5,81.0,2.63,21.6,48.73,92.0,1.0,0.0,False,False,True,Wind speed 21.6 km/h > 15 km/h limit (spray drift hazard) | Rain probability 92.0% > 40% (chemical wash-off risk)
Bhopal (Malwa Plateau),2026-09-05T15:00,27.5,76.0,3.35,19.8,48.8,90.0,1.0,0.0,False,False,True,Wind speed 19.8 km/h > 15 km/h limit (spray drift hazard) | Rain probability 90.0% > 40% (chemical wash-off risk)
Bhopal (Malwa Plateau),2026-09-05T16:00,25.2,92.0,1.04,12.1,49.6,85.0,1.0,0.0,False,False,True,"Delta-T 1.0°C < 2.0°C (excess humidity, spray runoff) | Rain probability 85.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-05T17:00,25.3,88.0,1.58,15.1,49.1,78.0,1.0,0.0,False,False,True,"Wind speed 15.1 km/h > 15 km/h limit (spray drift hazard) | Delta-T 1.6°C < 2.0°C (excess humidity, spray runoff) | Rain probability 78.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-05T18:00,24.8,89.0,1.44,11.4,48.53,68.0,1.0,0.0,False,False,True,"Delta-T 1.4°C < 2.0°C (excess humidity, spray runoff) | Rain probability 68.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-05T19:00,24.4,90.0,1.3,7.7,48.17,55.0,1.0,0.0,False,False,True,"Delta-T 1.3°C < 2.0°C (excess humidity, spray runoff) | Rain probability 55.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-05T20:00,24.2,91.0,1.16,8.3,47.8,45.0,1.0,0.0,False,False,True,"Delta-T 1.2°C < 2.0°C (excess humidity, spray runoff) | Rain probability 45.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-05T21:00,24.0,92.0,1.02,9.6,47.5,37.0,1.0,0.002,False,False,True,"Delta-T 1.0°C < 2.0°C (excess humidity, spray runoff)"
Bhopal (Malwa Plateau),2026-09-05T22:00,23.9,92.0,1.02,10.6,47.3,32.0,1.0,0.002,False,False,True,"Delta-T 1.0°C < 2.0°C (excess humidity, spray runoff)"
Bhopal (Malwa Plateau),2026-09-05T23:00,23.7,93.0,0.89,11.3,47.1,31.0,1.0,0.001,False,False,True,"Delta-T 0.9°C < 2.0°C (excess humidity, spray runoff)"
Bhopal (Malwa Plateau),2026-09-06T00:00,23.6,93.0,0.89,11.6,46.93,37.0,1.0,0.002,False,False,True,"Delta-T 0.9°C < 2.0°C (excess humidity, spray runoff)"
Bhopal (Malwa Plateau),2026-09-06T01:00,23.0,95.0,0.62,10.4,46.77,47.0,1.0,0.0,False,False,True,"Delta-T 0.6°C < 2.0°C (excess humidity, spray runoff) | Rain probability 47.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-06T02:00,22.9,94.0,0.75,12.7,46.63,57.0,1.0,0.0,False,False,True,"Delta-T 0.8°C < 2.0°C (excess humidity, spray runoff) | Rain probability 57.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-06T03:00,22.7,95.0,0.62,14.1,47.07,64.0,1.0,0.0,False,False,True,"Delta-T 0.6°C < 2.0°C (excess humidity, spray runoff) | Rain probability 64.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-06T04:00,22.5,96.0,0.49,13.0,46.7,71.0,1.0,0.0,False,False,True,"Delta-T 0.5°C < 2.0°C (excess humidity, spray runoff) | Rain probability 71.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-06T05:00,22.5,96.0,0.49,12.9,46.53,75.0,1.0,0.0,False,False,True,"Delta-T 0.5°C < 2.0°C (excess humidity, spray runoff) | Rain probability 75.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-06T06:00,22.7,95.0,0.62,13.9,46.77,75.0,1.0,0.0,False,False,True,"Delta-T 0.6°C < 2.0°C (excess humidity, spray runoff) | Rain probability 75.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-06T07:00,23.1,93.0,0.88,14.6,47.03,72.0,1.0,0.0,False,False,True,"Delta-T 0.9°C < 2.0°C (excess humidity, spray runoff) | Rain probability 72.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-06T08:00,23.4,96.0,0.49,14.0,46.6,71.0,1.0,0.0,False,False,True,"Delta-T 0.5°C < 2.0°C (excess humidity, spray runoff) | Rain probability 71.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-06T09:00,24.0,94.0,0.76,15.3,46.57,74.0,1.0,0.0,False,False,True,"Wind speed 15.3 km/h > 15 km/h limit (spray drift hazard) | Delta-T 0.8°C < 2.0°C (excess humidity, spray runoff) | Rain probability 74.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-06T10:00,24.9,87.0,1.71,14.5,46.37,78.0,1.0,0.0,False,False,True,"Delta-T 1.7°C < 2.0°C (excess humidity, spray runoff) | Rain probability 78.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-06T11:00,25.8,83.0,2.28,16.6,46.23,82.0,1.0,0.0,False,False,True,Wind speed 16.6 km/h > 15 km/h limit (spray drift hazard) | Rain probability 82.0% > 40% (chemical wash-off risk)
Bhopal (Malwa Plateau),2026-09-06T12:00,27.3,78.0,3.05,16.8,46.23,86.0,1.0,0.0,False,False,True,Wind speed 16.8 km/h > 15 km/h limit (spray drift hazard) | Rain probability 86.0% > 40% (chemical wash-off risk)
Bhopal (Malwa Plateau),2026-09-06T13:00,25.2,88.0,1.58,12.6,46.47,89.0,1.0,0.0,False,False,True,"Delta-T 1.6°C < 2.0°C (excess humidity, spray runoff) | Rain probability 89.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-06T14:00,25.2,90.0,1.31,13.7,46.23,92.0,1.0,0.0,False,False,True,"Delta-T 1.3°C < 2.0°C (excess humidity, spray runoff) | Rain probability 92.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-06T15:00,25.3,87.0,1.72,14.0,46.6,93.0,1.0,0.0,False,False,True,"Delta-T 1.7°C < 2.0°C (excess humidity, spray runoff) | Rain probability 93.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-06T16:00,24.1,95.0,0.63,15.2,46.83,94.0,1.0,0.0,False,False,True,"Wind speed 15.2 km/h > 15 km/h limit (spray drift hazard) | Delta-T 0.6°C < 2.0°C (excess humidity, spray runoff) | Rain probability 94.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-06T17:00,24.0,96.0,0.49,13.5,46.37,92.0,1.0,0.0,False,False,True,"Delta-T 0.5°C < 2.0°C (excess humidity, spray runoff) | Rain probability 92.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-06T18:00,24.1,94.0,0.76,15.1,46.57,87.0,1.0,0.0,False,False,True,"Wind speed 15.1 km/h > 15 km/h limit (spray drift hazard) | Delta-T 0.8°C < 2.0°C (excess humidity, spray runoff) | Rain probability 87.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-06T19:00,24.2,93.0,0.89,12.2,46.27,79.0,1.0,0.0,False,False,True,"Delta-T 0.9°C < 2.0°C (excess humidity, spray runoff) | Rain probability 79.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-06T20:00,24.2,93.0,0.89,11.9,46.3,73.0,1.0,0.0,False,False,True,"Delta-T 0.9°C < 2.0°C (excess humidity, spray runoff) | Rain probability 73.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-06T21:00,24.0,93.0,0.89,11.7,46.77,71.0,1.0,0.0,False,False,True,"Delta-T 0.9°C < 2.0°C (excess humidity, spray runoff) | Rain probability 71.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-06T22:00,23.5,96.0,0.49,10.6,46.27,70.0,1.0,0.0,False,False,True,"Delta-T 0.5°C < 2.0°C (excess humidity, spray runoff) | Rain probability 70.0% > 40% (chemical wash-off risk)"
Bhopal (Malwa Plateau),2026-09-06T23:00,22.8,96.0,0.49,11.8,46.17,69.0,1.0,0.0,False,False,True,"Delta-T 0.5°C < 2.0°C (excess humidity, spray runoff) | Rain probability 69.0% > 40% (chemical wash-off risk)"
Guntur (Chilli Hub),2026-09-05T00:00,28.1,84.0,2.21,6.4,33.57,0.0,1.0,0.935,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Guntur (Chilli Hub),2026-09-05T01:00,28.0,87.0,1.78,7.7,33.47,1.0,1.0,0.001,False,False,True,"Delta-T 1.8°C < 2.0°C (excess humidity, spray runoff)"
Guntur (Chilli Hub),2026-09-05T02:00,27.9,87.0,1.78,7.6,33.43,2.0,1.0,0.001,False,False,True,"Delta-T 1.8°C < 2.0°C (excess humidity, spray runoff)"
Guntur (Chilli Hub),2026-09-05T03:00,27.8,87.0,1.77,6.9,33.37,1.0,1.0,0.001,False,False,True,"Delta-T 1.8°C < 2.0°C (excess humidity, spray runoff)"
Guntur (Chilli Hub),2026-09-05T04:00,27.7,87.0,1.77,6.1,33.33,0.0,1.0,0.001,False,False,True,"Delta-T 1.8°C < 2.0°C (excess humidity, spray runoff)"
Guntur (Chilli Hub),2026-09-05T05:00,27.5,87.0,1.77,6.5,33.27,0.0,1.0,0.001,False,False,True,"Delta-T 1.8°C < 2.0°C (excess humidity, spray runoff)"
Guntur (Chilli Hub),2026-09-05T06:00,27.8,83.0,2.35,8.1,33.23,2.0,1.0,0.926,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Guntur (Chilli Hub),2026-09-05T07:00,29.2,80.0,2.84,8.4,33.13,5.0,1.0,0.927,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Guntur (Chilli Hub),2026-09-05T08:00,30.5,73.0,3.97,8.8,33.03,8.0,1.0,0.928,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Guntur (Chilli Hub),2026-09-05T09:00,31.8,64.0,5.51,8.3,32.8,11.0,1.0,0.928,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Guntur (Chilli Hub),2026-09-05T10:00,33.2,54.0,7.41,7.3,32.4,14.0,1.0,0.904,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Guntur (Chilli Hub),2026-09-05T11:00,34.2,51.0,8.1,8.3,32.1,16.0,1.0,0.03,False,False,True,Delta-T 8.1°C > 8.0°C (rapid droplet evaporation before absorption)
Guntur (Chilli Hub),2026-09-05T12:00,34.6,51.0,8.15,9.0,31.8,15.0,1.0,0.03,False,False,True,Delta-T 8.2°C > 8.0°C (rapid droplet evaporation before absorption)
Guntur (Chilli Hub),2026-09-05T13:00,35.1,50.0,8.42,8.0,31.37,14.0,1.0,0.0,False,False,True,Delta-T 8.4°C > 8.0°C (rapid droplet evaporation before absorption)
Guntur (Chilli Hub),2026-09-05T14:00,35.0,50.0,8.4,7.8,30.8,18.0,1.0,0.0,False,False,True,Delta-T 8.4°C > 8.0°C (rapid droplet evaporation before absorption)
Guntur (Chilli Hub),2026-09-05T15:00,34.5,51.0,8.14,6.7,30.4,36.0,1.0,0.03,False,False,True,Delta-T 8.1°C > 8.0°C (rapid droplet evaporation before absorption)
Guntur (Chilli Hub),2026-09-05T16:00,33.8,52.0,7.85,6.8,30.13,60.0,1.0,0.0,False,False,True,Rain probability 60.0% > 40% (chemical wash-off risk)
Guntur (Chilli Hub),2026-09-05T17:00,30.0,74.0,3.78,7.6,30.27,71.0,1.0,0.0,False,False,True,Rain probability 71.0% > 40% (chemical wash-off risk)
Guntur (Chilli Hub),2026-09-05T18:00,29.7,78.0,3.16,3.6,30.2,57.0,1.0,0.0,False,False,True,Rain probability 57.0% > 40% (chemical wash-off risk)
Guntur (Chilli Hub),2026-09-05T19:00,29.3,83.0,2.4,5.1,30.07,30.0,1.0,0.83,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Guntur (Chilli Hub),2026-09-05T20:00,29.1,83.0,2.39,3.1,30.03,10.0,1.0,0.934,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Guntur (Chilli Hub),2026-09-05T21:00,28.9,83.0,2.38,2.9,30.0,6.0,1.0,0.936,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Guntur (Chilli Hub),2026-09-05T22:00,28.5,80.0,2.81,4.5,30.0,8.0,1.0,0.939,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Guntur (Chilli Hub),2026-09-05T23:00,28.5,78.0,3.1,7.5,30.0,12.0,1.0,0.93,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Guntur (Chilli Hub),2026-09-06T00:00,28.3,81.0,2.66,6.4,30.0,15.0,1.0,0.925,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Guntur (Chilli Hub),2026-09-06T01:00,28.1,86.0,1.93,6.2,30.0,19.0,1.0,0.08,False,False,True,"Delta-T 1.9°C < 2.0°C (excess humidity, spray runoff)"
Guntur (Chilli Hub),2026-09-06T02:00,28.0,87.0,1.78,7.8,30.03,22.0,1.0,0.002,False,False,True,"Delta-T 1.8°C < 2.0°C (excess humidity, spray runoff)"
Guntur (Chilli Hub),2026-09-06T03:00,27.9,88.0,1.63,6.8,30.03,25.0,1.0,0.002,False,False,True,"Delta-T 1.6°C < 2.0°C (excess humidity, spray runoff)"
Guntur (Chilli Hub),2026-09-06T04:00,27.5,89.0,1.48,3.0,30.07,28.0,1.0,0.001,False,False,True,"Delta-T 1.5°C < 2.0°C (excess humidity, spray runoff)"
Guntur (Chilli Hub),2026-09-06T05:00,27.1,90.0,1.34,4.6,30.03,29.0,1.0,0.001,False,False,True,"Delta-T 1.3°C < 2.0°C (excess humidity, spray runoff)"
Guntur (Chilli Hub),2026-09-06T06:00,27.3,83.0,2.33,5.6,30.07,26.0,1.0,0.874,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Guntur (Chilli Hub),2026-09-06T07:00,28.4,71.0,4.14,4.7,30.0,20.0,1.0,0.929,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Guntur (Chilli Hub),2026-09-06T08:00,30.3,64.0,5.38,5.7,29.83,14.0,1.0,0.05,False,False,True,"Soil moisture 29.8% < 30% (xylem tension collapsed, stomata shut)"
Guntur (Chilli Hub),2026-09-06T09:00,32.1,58.0,6.56,8.9,29.5,8.0,1.0,0.05,False,False,True,"Soil moisture 29.5% < 30% (xylem tension collapsed, stomata shut)"
Guntur (Chilli Hub),2026-09-06T10:00,33.2,55.0,7.22,10.8,29.1,3.0,1.0,0.05,False,False,True,"Soil moisture 29.1% < 30% (xylem tension collapsed, stomata shut)"
Guntur (Chilli Hub),2026-09-06T11:00,34.2,54.0,7.53,10.8,28.53,0.0,1.0,0.05,False,False,True,"Soil moisture 28.5% < 30% (xylem tension collapsed, stomata shut)"
Guntur (Chilli Hub),2026-09-06T12:00,35.1,51.0,8.22,10.7,27.93,0.0,1.0,0.0,False,False,True,"Delta-T 8.2°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 27.9% < 30% (xylem tension collapsed, stomata shut)"
Guntur (Chilli Hub),2026-09-06T13:00,35.5,49.0,8.68,8.9,27.4,1.0,1.0,0.0,False,False,True,"Delta-T 8.7°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 27.4% < 30% (xylem tension collapsed, stomata shut)"
Guntur (Chilli Hub),2026-09-06T14:00,35.7,48.0,8.91,8.2,26.93,8.0,1.0,0.0,False,False,True,"Delta-T 8.9°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 26.9% < 30% (xylem tension collapsed, stomata shut)"
Guntur (Chilli Hub),2026-09-06T15:00,35.4,48.0,8.86,6.5,26.6,25.0,1.0,0.0,False,False,True,"Delta-T 8.9°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 26.6% < 30% (xylem tension collapsed, stomata shut)"
Guntur (Chilli Hub),2026-09-06T16:00,34.9,50.0,8.39,4.6,26.37,47.0,1.0,0.0,False,False,True,"Delta-T 8.4°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 26.4% < 30% (xylem tension collapsed, stomata shut) | Rain probability 47.0% > 40% (chemical wash-off risk)"
Guntur (Chilli Hub),2026-09-06T17:00,31.0,67.0,4.95,9.9,26.6,59.0,1.0,0.0,False,False,True,"Soil moisture 26.6% < 30% (xylem tension collapsed, stomata shut) | Rain probability 59.0% > 40% (chemical wash-off risk)"
Guntur (Chilli Hub),2026-09-06T18:00,30.2,77.0,3.33,3.1,31.27,53.0,1.0,0.0,False,False,True,Rain probability 53.0% > 40% (chemical wash-off risk)
Guntur (Chilli Hub),2026-09-06T19:00,29.9,79.0,3.02,1.5,33.27,37.0,1.0,0.843,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Guntur (Chilli Hub),2026-09-06T20:00,29.4,83.0,2.4,1.6,32.87,25.0,1.0,0.89,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Guntur (Chilli Hub),2026-09-06T21:00,29.2,85.0,2.1,2.4,33.23,20.0,1.0,0.921,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Guntur (Chilli Hub),2026-09-06T22:00,28.8,88.0,1.65,3.4,33.37,18.0,1.0,0.001,False,False,True,"Delta-T 1.6°C < 2.0°C (excess humidity, spray runoff)"
Guntur (Chilli Hub),2026-09-06T23:00,28.7,87.0,1.79,3.9,32.97,18.0,1.0,0.001,False,False,True,"Delta-T 1.8°C < 2.0°C (excess humidity, spray runoff)"
Rajkot (Groundnut/Cotton),2026-09-05T00:00,26.3,80.0,2.72,12.5,26.03,0.0,0.85,0.0,False,False,True,"Soil moisture 26.0% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-05T01:00,25.8,83.0,2.28,11.4,26.1,0.0,0.85,0.0,False,False,True,"Soil moisture 26.1% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-05T02:00,25.4,86.0,1.86,10.6,26.17,0.0,0.85,0.0,False,False,True,"Delta-T 1.9°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 26.2% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-05T03:00,25.0,88.0,1.58,11.5,26.27,0.0,0.85,0.0,False,False,True,"Delta-T 1.6°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 26.3% < 30% (xylem tension collapsed, stomata shut)"
