soil_moisture_pct,delta_t_celsius,wind_speed_kmh,rain_prob_next_48h,crop_stage_sensitivity,target_readiness
23.87,8.9,12.62,0.81,0.2,0
33.44,6.66,5.97,15.28,0.85,1
55.23,4.44,12.16,12.69,0.3,1
49.53,6.13,13.29,25.11,0.85,1
38.46,6.9,19.79,40.36,1.0,0
45.69,1.94,2.91,32.04,0.3,1
36.12,3.59,15.61,25.04,0.3,1
63.2,9.53,4.19,11.8,0.85,0
68.26,5.43,7.97,3.62,0.85,1
56.23,5.6,1.0,12.8,0.2,1
51.63,4.65,20.47,26.2,0.2,0
44.01,1.46,21.37,22.99,0.85,0
28.12,3.32,20.83,54.11,0.85,0
43.4,5.94,2.95,70.23,0.2,0
35.18,3.64,6.33,37.15,1.0,1
55.63,2.52,7.56,40.23,0.85,0
46.18,2.73,23.26,14.87,0.3,0
37.97,9.64,13.99,4.05,0.85,0
50.56,3.53,11.25,3.85,0.2,1
56.54,8.64,7.36,12.13,0.85,0
44.93,5.61,22.66,15.46,0.2,0
30.54,4.16,12.42,16.22,0.5,1
48.22,3.0,9.27,22.64,1.0,1
58.54,6.75,9.21,16.26,1.0,1
63.09,8.09,2.7,44.93,0.85,0
40.8,7.1,7.29,12.47,0.2,1
39.96,2.08,3.81,40.95,0.2,1
59.57,3.52,12.94,23.93,1.0,1
61.83,3.78,16.58,21.77,0.2,0
29.33,1.26,18.99,17.86,0.2,0
21.18,6.1,23.04,7.98,0.3,0
48.35,6.57,5.0,4.41,0.85,1
44.59,6.45,9.18,57.84,1.0,0
56.94,5.89,12.88,40.51,0.5,0
42.52,3.96,11.21,14.29,1.0,1
34.52,2.93,34.32,73.29,0.85,0
59.72,3.96,5.57,32.19,0.5,1
52.66,5.64,10.28,20.33,0.85,1
43.86,9.06,5.8,28.85,0.85,0
39.66,4.96,11.67,2.13,0.85,1
32.73,4.87,6.07,6.7,1.0,1
51.13,1.34,12.67,27.27,0.85,0
40.22,5.84,11.1,8.83,0.3,1
34.18,9.41,4.38,29.27,0.85,0
29.54,4.46,5.15,34.38,0.85,1
47.47,4.28,8.71,16.12,0.85,1
59.01,3.82,12.25,45.14,0.2,0
34.8,6.87,4.13,20.51,1.0,1
26.58,1.3,6.0,10.26,0.5,0
33.2,8.65,3.58,0.4,0.2,0
58.65,4.17,2.97,30.84,0.2,1
54.77,5.9,7.99,27.44,0.2,1
51.39,7.16,5.12,37.93,0.2,1
42.23,2.71,6.08,16.05,1.0,1
48.86,4.7,10.95,24.96,0.5,1
34.98,4.12,11.78,37.98,0.3,0
56.51,2.32,1.7,16.74,1.0,1
25.78,8.06,6.77,27.64,1.0,0
64.33,3.93,7.01,34.94,0.5,0
34.44,2.26,16.6,13.83,0.3,0
62.35,4.86,8.27,13.96,0.85,1
39.14,1.87,6.79,44.12,0.3,0
54.26,3.65,4.42,35.12,0.2,1
43.58,5.58,15.49,3.38,1.0,1
29.27,1.75,16.6,70.95,0.2,0
43.3,6.64,22.63,26.41,0.2,0
41.45,5.0,16.92,4.1,1.0,0
55.14,7.18,13.63,11.26,0.3,1
53.02,7.14,8.89,3.06,0.85,1
54.19,3.57,12.64,8.97,0.85,1
63.07,3.63,10.49,4.67,0.2,1
42.18,6.14,13.21,8.93,0.2,1
31.19,2.45,12.31,69.01,0.85,0
59.59,2.46,8.35,79.2,0.5,0
56.92,3.29,8.59,11.33,0.2,1
57.76,1.98,11.35,2.13,1.0,1
49.49,2.24,16.2,12.67,0.85,0
43.5,2.29,8.31,3.52,0.5,1
61.3,3.94,7.24,2.5,0.85,1
55.99,3.84,15.78,1.16,0.5,1
64.83,7.76,6.07,1.15,0.85,1
48.82,3.98,18.19,31.38,1.0,0
38.52,4.5,9.56,47.77,0.5,0
23.4,11.03,7.06,12.0,0.2,0
36.09,0.92,7.59,42.2,0.3,0
48.8,5.29,9.63,28.13,0.5,1
34.88,4.17,6.5,12.71,0.5,1
50.91,5.58,13.74,11.35,0.5,0
50.98,3.41,23.7,26.53,0.2,0
55.48,3.96,14.87,60.92,0.2,0
58.06,8.84,3.54,4.49,0.85,0
18.72,6.09,6.6,25.05,0.85,0
32.2,4.08,9.18,36.03,0.2,1
54.58,2.97,16.81,52.61,0.85,0
51.77,2.45,8.45,13.83,1.0,1
40.87,3.54,6.5,23.55,0.5,1
57.81,4.29,13.75,56.08,0.2,0
62.04,11.01,12.96,32.37,0.5,0
68.2,5.08,3.86,6.73,0.85,1
60.47,3.18,4.23,12.94,1.0,1
57.1,0.93,9.09,33.81,1.0,0
42.91,2.92,15.95,22.26,0.5,0
63.08,3.54,5.92,49.21,0.2,0
55.25,5.35,11.03,33.15,0.85,0
48.47,3.61,7.96,14.43,1.0,1
28.51,11.28,1.38,2.36,0.85,0
50.92,4.12,8.55,6.2,0.85,1
51.32,7.9,11.06,15.24,1.0,1
29.71,1.65,16.21,9.91,1.0,0
38.27,4.56,6.03,6.76,0.5,1
54.2,2.94,10.33,19.28,0.5,1
27.15,8.01,18.74,3.7,0.3,0
18.42,3.75,10.51,59.26,0.85,0
56.14,8.97,17.8,52.47,0.85,0
44.69,6.59,10.37,29.32,0.5,0
41.81,3.47,10.64,20.52,0.5,1
62.08,2.42,12.54,38.51,0.3,1
42.88,3.04,13.19,49.08,0.5,0
56.21,3.97,9.09,8.61,1.0,0
44.95,6.57,11.27,16.61,0.85,1
44.62,4.64,12.13,16.53,0.2,1
36.92,7.2,4.13,37.62,0.2,1
49.05,9.34,6.26,81.55,0.5,0
39.22,4.78,17.24,55.83,0.85,0
37.29,2.58,5.36,0.41,0.2,1
55.28,5.72,11.09,61.66,0.5,0
27.78,11.93,2.2,18.23,0.5,0
27.98,7.42,14.92,19.28,0.2,0
47.07,5.49,10.35,68.22,0.5,0
58.73,2.79,9.04,22.45,0.2,1
33.97,4.2,13.01,15.29,0.85,1
30.57,1.72,13.46,24.24,0.5,0
43.69,2.33,5.45,7.78,0.85,1
60.88,5.79,22.83,31.75,0.2,0
24.31,1.48,18.0,2.21,0.5,0
40.3,3.86,4.96,18.93,1.0,1
58.83,2.17,6.59,42.97,0.85,0
27.1,2.4,7.23,24.27,0.85,0
54.05,4.83,13.94,10.02,1.0,1
32.55,3.05,6.67,40.52,1.0,1
55.95,1.91,11.63,26.51,0.2,1
55.86,3.4,11.44,16.28,1.0,1
36.77,1.87,9.95,12.28,0.5,1
58.67,8.68,10.81,48.53,0.3,0
27.83,6.76,5.18,27.88,0.5,0
35.74,6.75,4.05,2.8,0.85,1
33.39,2.87,6.7,13.01,1.0,1
40.73,5.89,8.8,15.29,0.85,1
49.61,5.22,9.46,11.74,0.85,1
41.88,3.01,4.38,35.02,1.0,1
53.83,4.48,12.21,13.58,0.2,1
31.19,1.67,3.1,10.29,0.5,0
62.73,2.46,24.83,19.63,0.2,0
64.79,4.41,14.11,28.97,0.5,1
53.8,3.52,17.57,14.6,0.85,0
33.51,5.61,8.45,6.07,0.85,1
58.83,3.05,20.54,49.95,0.85,0
29.48,3.82,24.26,4.1,0.2,0
38.68,4.62,8.61,64.69,0.5,0
42.78,2.9,15.31,2.42,1.0,1
45.33,3.78,11.66,58.62,0.2,0
37.6,5.2,4.82,5.76,0.2,1
36.89,9.96,7.62,48.11,0.3,0
41.74,2.91,12.51,10.18,0.85,1
29.06,3.53,4.12,2.78,1.0,1
25.5,7.38,6.51,67.74,0.2,0
41.26,8.34,6.6,13.32,0.2,0
54.28,6.19,7.79,18.84,0.5,1
36.54,8.23,1.0,33.18,0.5,0
45.64,2.82,6.23,0.95,0.2,1
32.53,7.82,4.92,21.22,1.0,1
61.72,6.89,19.51,39.25,0.85,0
46.0,2.38,15.24,21.33,0.85,1
37.93,3.85,9.36,49.62,0.5,0
58.89,1.09,2.98,7.81,1.0,0
35.8,4.99,19.99,24.83,1.0,0
36.95,7.75,7.46,18.22,0.85,1
48.03,3.42,13.61,63.27,0.3,0
53.02,2.55,5.16,17.15,0.85,1
54.13,2.45,10.96,13.98,1.0,1
36.92,4.58,8.11,23.19,0.85,1
65.24,6.16,9.08,8.95,1.0,1
56.96,10.07,4.81,20.24,1.0,0
43.01,1.03,16.43,49.24,0.2,0
55.66,9.44,11.98,29.18,0.85,0
30.78,5.14,7.7,18.19,1.0,1
54.52,7.56,7.11,10.01,0.85,0
23.51,6.68,2.28,76.39,1.0,0
61.3,4.74,7.5,40.47,0.2,1
57.21,4.64,5.18,37.42,0.3,1
62.88,5.7,15.45,29.38,0.2,1
39.18,4.02,6.16,54.55,0.2,0
59.39,4.2,10.2,16.27,0.5,1
30.03,0.8,11.27,29.22,0.2,0
24.38,6.32,10.67,14.92,0.85,0
43.28,2.91,10.81,13.13,0.85,1
42.56,7.93,14.02,21.63,0.85,1
48.51,7.59,8.16,9.84,1.0,1
60.35,3.54,4.1,7.81,1.0,1
33.01,6.35,8.9,9.78,1.0,1
36.0,5.93,1.05,16.85,0.2,1
24.49,3.33,12.72,17.41,1.0,0
30.2,6.6,3.08,3.97,0.85,1
50.17,9.79,5.96,35.3,0.5,0
31.32,8.07,6.93,53.7,0.2,0
47.24,1.89,15.84,72.51,0.85,0
46.62,6.04,13.61,19.33,0.3,1
46.08,7.4,16.19,33.33,1.0,0
43.25,3.2,27.11,27.29,1.0,0
58.86,7.93,9.97,48.49,0.85,0
39.35,2.99,3.93,20.04,0.85,1
41.2,3.99,8.94,33.6,0.85,0
31.73,3.06,15.74,54.24,0.5,0
41.84,2.77,6.16,8.34,0.85,1
59.27,5.69,10.11,4.23,0.85,1
44.37,2.01,4.1,25.52,1.0,1
20.85,4.12,4.08,9.26,0.2,0
48.81,5.7,10.52,34.78,1.0,1
50.12,3.09,19.86,11.57,0.3,0
46.69,8.64,5.64,13.36,0.85,0
57.18,4.31,11.88,8.91,0.85,1
25.24,10.6,13.94,34.5,1.0,0
54.25,1.86,5.63,44.63,0.5,0
54.84,5.82,5.38,25.54,0.5,0
48.17,5.21,14.44,27.55,0.2,1
42.64,3.75,2.58,10.51,0.5,1
43.24,4.75,6.55,14.19,1.0,1
57.08,6.28,9.32,54.17,0.85,0
40.73,6.91,5.77,28.78,0.3,1
55.46,4.38,3.19,32.51,0.5,1
53.14,5.86,17.38,31.64,0.2,0
37.38,2.9,8.3,8.17,0.85,1
49.11,6.98,4.23,36.8,0.2,0
61.19,9.52,22.23,38.66,0.5,0
47.46,7.26,17.72,7.1,0.5,0
56.73,3.07,5.86,16.76,0.85,1
47.51,2.63,1.79,44.83,0.2,0
41.62,12.5,6.54,67.16,0.85,0
50.55,9.19,3.2,26.57,0.2,0
37.77,6.92,8.1,2.04,0.3,1
39.14,9.84,9.94,61.21,1.0,0
31.61,4.67,2.34,6.05,1.0,1
31.1,6.85,23.15,40.29,0.85,0
31.19,8.59,8.93,25.43,1.0,0
38.22,4.02,11.36,39.18,0.5,1
20.25,6.04,5.71,50.95,0.5,0
31.23,8.1,10.47,2.81,0.5,1
53.84,2.52,8.67,5.6,0.3,1
21.08,3.79,15.88,30.57,1.0,0
42.18,8.01,5.02,59.05,0.5,0
64.13,5.29,1.0,46.13,0.85,0
36.0,4.91,4.48,35.2,0.2,1
32.63,4.6,5.15,15.41,1.0,1
30.38,8.44,8.12,15.59,0.2,0
52.23,2.68,7.25,23.78,0.5,1
41.68,3.65,5.85,24.98,1.0,1
60.33,2.0,6.07,60.27,1.0,0
39.58,3.95,4.86,16.32,0.5,1
65.34,5.15,2.7,6.26,0.2,1
17.21,1.34,13.74,52.9,0.2,0
64.37,2.93,1.72,21.55,0.5,1
56.96,5.28,10.9,12.9,0.2,1
48.15,5.99,16.08,27.34,0.5,0
27.16,10.99,7.23,18.43,1.0,0
26.88,6.46,10.55,31.08,1.0,0
25.82,4.29,10.9,18.93,1.0,0
60.75,5.07,3.52,38.77,0.3,1
31.44,5.17,5.1,54.87,0.5,0
42.61,3.65,4.91,57.97,0.5,0
55.52,5.4,3.36,32.23,0.85,1
44.77,3.55,11.53,19.95,1.0,1
56.19,5.55,8.42,54.18,0.3,0
34.56,4.59,7.21,34.98,1.0,1
30.02,4.18,16.18,12.25,0.2,0
54.93,4.25,20.08,31.89,0.85,0
27.67,7.03,8.83,1.53,0.2,0
48.1,6.68,15.51,25.4,0.85,0
69.82,4.06,18.13,10.64,0.85,0
44.15,6.89,6.35,40.87,0.2,1
43.41,4.55,1.32,27.66,0.85,1
43.93,4.58,12.69,31.81,0.85,1
53.25,3.65,6.18,0.19,0.2,1
49.88,10.4,1.37,10.6,0.85,0
62.52,9.83,7.58,38.27,0.3,0
52.3,3.22,8.72,20.2,1.0,1
62.0,3.93,7.49,12.92,0.2,1
62.18,5.78,5.87,78.87,0.5,0
47.22,6.35,15.94,6.64,0.85,1
30.25,2.55,9.1,18.15,0.2,1
40.88,2.81,14.09,23.74,0.85,0
40.5,0.8,6.71,11.72,0.85,0
53.53,6.36,6.25,52.25,1.0,0
37.29,1.88,14.35,39.57,0.2,1
40.81,3.23,17.85,8.42,0.2,0
61.46,7.44,12.75,54.31,0.85,0
38.85,7.26,6.74,30.03,0.2,1
48.74,10.1,19.54,27.04,0.2,0
47.41,11.85,13.12,65.55,0.5,0
55.36,12.5,10.68,21.95,0.5,0
51.36,3.87,9.25,12.53,0.2,1
27.62,3.36,11.04,20.56,0.5,0
59.57,5.9,1.92,20.05,0.5,1
36.36,2.03,11.32,5.16,0.85,1
35.29,4.14,6.03,9.16,0.5,1
50.59,5.14,7.67,17.91,0.2,1
65.43,6.13,10.16,65.14,0.5,0
59.73,6.49,6.21,12.49,0.3,1
33.66,4.07,4.75,64.9,0.5,0
30.8,2.22,4.94,2.99,0.85,1
56.9,2.53,22.18,23.17,0.5,0
42.39,1.23,4.06,24.6,0.3,0
25.81,3.43,13.12,1.81,1.0,0
62.83,2.0,19.25,6.32,0.85,0
42.41,3.57,17.25,28.37,1.0,0
51.66,5.87,9.54,55.94,0.3,0
36.03,2.26,7.17,10.2,0.3,1
55.54,4.98,8.64,38.41,0.2,0
43.92,4.05,1.31,47.12,0.2,0
48.73,5.7,11.67,4.42,0.2,1
28.65,6.42,10.6,24.52,0.2,0
48.4,3.9,7.97,19.47,0.85,1
54.87,4.76,22.74,19.0,0.3,0
38.95,4.05,4.38,11.77,0.85,1
27.69,3.63,10.19,22.33,0.2,0
52.8,3.14,9.84,25.13,0.3,1
35.7,6.11,3.29,21.7,0.85,1
52.3,9.18,8.6,37.25,0.2,0
38.5,8.61,2.07,44.95,0.5,0
28.11,2.12,7.92,22.33,0.2,1
62.54,9.09,1.19,4.31,0.5,0
56.46,2.72,4.0,16.15,0.2,1
36.08,5.14,8.42,30.78,1.0,1
19.17,5.64,13.12,37.02,0.85,0
43.76,1.79,9.06,12.56,0.85,0
60.73,4.3,9.42,0.85,0.5,1
39.24,9.38,7.3,6.71,0.2,0
30.54,0.95,10.55,11.45,0.85,0
55.15,12.5,14.86,42.12,0.85,0
54.98,1.19,17.82,37.91,0.5,0
46.08,5.56,27.14,45.69,1.0,0
40.03,1.84,13.23,5.22,0.5,1
39.8,6.04,3.41,12.03,0.5,1
29.12,8.41,3.95,20.23,0.2,0
47.64,7.24,8.95,22.89,0.2,1
35.36,1.88,11.74,40.06,0.3,1
39.31,7.87,3.65,6.68,0.2,1
29.95,4.06,7.55,16.51,1.0,1
44.5,1.92,10.21,23.63,0.2,1
48.71,9.35,4.79,31.18,0.5,0
15.74,12.5,12.18,31.43,0.2,0
28.3,5.0,6.73,12.37,0.85,1
41.65,3.81,5.81,25.86,0.85,1
55.36,2.96,2.62,1.98,0.2,1
53.17,7.0,11.87,4.03,0.2,1
33.9,8.06,5.03,14.43,0.5,1
44.08,3.81,3.49,32.51,1.0,1
51.16,10.42,6.25,50.31,0.2,0
48.18,6.69,12.77,33.86,0.3,1
40.16,4.97,5.97,27.56,0.2,0
44.92,5.66,1.58,53.88,0.5,0
52.85,2.57,10.61,13.97,1.0,1
32.19,6.95,10.17,8.98,0.85,1
43.18,2.68,16.29,24.02,0.2,0
39.38,3.53,4.25,10.39,0.5,1
44.02,4.56,20.12,56.59,1.0,0
40.91,11.79,2.11,48.91,0.5,0
67.61,5.41,9.98,46.02,0.2,0
49.07,2.84,13.87,34.83,0.85,1
49.7,5.67,13.47,30.29,0.5,1
45.18,6.47,11.43,37.12,1.0,1
25.92,8.76,21.32,36.72,0.85,0
47.28,4.69,7.97,12.13,0.85,1
24.58,3.1,11.44,1.34,0.85,0
37.26,12.5,3.54,4.84,1.0,0
38.71,5.68,6.97,15.24,0.85,0
26.5,2.85,3.47,54.1,0.3,0
54.96,4.66,9.98,55.81,0.5,0
20.87,3.53,16.82,22.92,0.85,0
59.3,9.04,7.0,0.56,1.0,0
33.54,6.44,12.12,23.72,0.2,1
44.95,3.96,5.53,19.12,0.2,1
34.73,8.07,9.8,40.29,0.5,0
55.89,4.45,3.92,33.78,0.5,1
35.21,4.6,1.0,21.19,0.85,1
44.57,3.05,25.91,12.85,0.2,0
38.47,3.04,15.38,47.95,0.85,0
32.99,12.5,10.97,1.93,0.5,0
34.46,7.87,5.73,17.56,1.0,1
52.83,1.37,13.08,40.09,0.85,0
46.36,2.64,3.19,24.1,0.2,1
42.22,2.31,11.01,9.43,0.5,1
34.92,4.91,14.42,26.49,1.0,1
42.75,3.73,11.7,6.94,0.5,1
57.14,9.99,13.43,3.94,0.2,0
29.74,3.93,2.65,22.16,1.0,1
53.64,12.26,1.86,9.8,0.2,0
56.15,4.53,8.01,32.04,0.3,1
49.6,12.5,14.12,17.46,0.2,0
44.78,4.23,6.21,2.28,0.2,1
39.15,4.28,12.95,27.93,1.0,1
59.32,7.78,2.6,9.68,0.85,1
56.78,7.18,11.39,2.08,1.0,1
34.17,2.07,18.6,47.96,1.0,0
55.03,4.98,8.41,42.75,0.2,0
28.47,3.71,2.29,21.94,0.2,1
51.97,3.56,12.6,38.15,0.2,1
49.28,4.96,16.84,29.32,0.2,0
41.76,4.02,7.06,28.87,0.2,1
23.55,5.26,7.19,21.35,0.2,0
38.77,2.56,6.62,88.5,1.0,0
52.65,1.76,3.27,27.73,0.5,0
27.6,7.93,6.29,16.91,0.2,0
32.98,8.59,7.91,45.24,0.2,0
39.9,7.67,7.83,30.12,0.85,0
41.35,4.84,4.87,3.04,0.2,1
45.6,3.85,9.79,22.35,0.3,1
42.48,3.28,9.57,13.46,0.85,1
63.2,2.93,7.33,50.94,0.5,0
42.96,4.53,19.22,8.14,0.5,0
44.08,8.47,21.59,36.14,0.2,0
34.3,3.12,11.82,11.67,0.85,1
46.77,8.48,6.0,63.72,0.3,0
53.11,1.82,19.43,31.62,0.5,0
55.23,5.41,12.6,31.9,0.5,1
35.53,6.03,8.14,53.52,1.0,0
38.1,3.49,16.66,15.68,1.0,0
55.18,2.46,4.08,12.09,0.3,1
62.28,7.39,11.56,34.01,0.5,0
42.15,4.86,5.9,23.9,0.5,1
40.1,12.5,9.73,14.78,0.2,0
38.35,8.54,6.07,31.25,0.2,0
67.22,8.58,10.16,22.25,0.2,0
32.54,0.8,7.99,19.43,1.0,0
27.77,3.16,10.21,12.34,1.0,0
69.31,2.28,2.69,0.88,1.0,1
28.85,1.18,1.0,47.01,0.5,0
42.45,4.65,13.93,10.92,0.2,1
58.86,7.29,5.86,10.51,0.85,1
39.9,2.61,12.11,9.58,0.85,1
47.04,1.23,1.83,13.97,1.0,0
49.03,2.75,11.5,10.37,0.2,1
53.47,4.34,12.5,36.38,0.5,1
43.36,4.16,12.35,26.26,1.0,1
36.89,4.78,15.72,18.62,1.0,1
54.79,5.96,16.12,5.08,1.0,0
40.46,4.71,4.79,8.82,0.2,1
32.62,7.5,10.14,6.65,0.85,1
37.82,2.65,1.28,10.49,1.0,1
45.68,4.06,2.94,50.42,0.2,0
51.88,6.49,7.83,1.36,0.85,1
37.41,5.54,1.82,4.11,0.5,1
39.35,11.51,6.83,15.81,0.5,0
58.89,2.71,11.13,56.71,0.2,0
44.33,6.55,14.72,12.05,0.2,1
62.9,3.26,8.06,17.83,0.85,1
50.55,3.05,8.76,27.46,0.85,1
27.98,8.27,1.0,31.04,0.5,0
39.14,4.68,16.23,17.72,0.5,0
50.44,5.49,24.23,22.43,1.0,0
52.33,3.41,8.28,16.92,0.85,1
38.3,3.53,6.25,8.68,0.85,1
58.67,1.74,4.42,13.17,0.2,0
47.74,5.25,12.67,11.56,0.85,1
46.25,2.49,7.73,50.37,0.2,0
33.53,4.38,6.73,0.99,0.85,1
42.9,7.5,10.33,44.03,0.5,0
31.97,1.42,14.62,50.45,0.5,0
55.27,12.5,12.36,8.6,1.0,0
29.77,3.01,14.61,1.28,1.0,0
53.26,4.45,9.42,30.45,1.0,1
57.13,5.49,10.1,52.89,0.5,0
47.26,2.95,1.0,19.9,0.85,1
33.66,3.6,8.0,17.02,1.0,1
61.09,8.42,14.41,22.56,0.5,0
37.64,7.07,10.81,69.29,1.0,0
29.72,4.11,12.04,28.0,0.85,1
62.95,4.75,3.99,36.46,0.2,0
26.65,5.13,18.12,61.51,0.85,0
42.77,6.4,13.17,2.95,1.0,1
35.72,6.65,17.38,72.1,0.5,0
38.0,6.55,6.04,40.96,0.2,1
64.81,3.74,10.23,29.99,0.2,1
21.35,5.04,14.42,3.06,0.2,0
60.13,7.94,7.79,3.28,0.2,1
61.66,12.5,6.75,25.27,0.5,0
30.71,4.97,7.64,42.58,0.5,0
42.33,3.45,11.08,14.68,0.3,1
34.48,2.92,7.15,51.44,0.2,0
54.0,6.58,5.08,34.72,0.3,1
61.57,1.68,9.08,7.29,0.5,0
46.63,6.61,2.53,32.18,0.2,1
23.65,6.68,17.69,43.53,1.0,0
37.83,3.52,19.11,8.99,0.5,0
63.25,5.42,24.25,44.75,0.2,0
46.76,4.18,13.33,28.96,1.0,1
69.02,2.01,14.39,17.54,0.2,1
66.31,6.36,15.37,19.2,0.3,1
39.03,6.05,4.38,31.54,1.0,1
50.26,3.69,4.86,61.91,0.2,0
28.26,12.5,14.84,5.82,0.5,0
29.77,4.77,7.81,22.35,0.85,1
40.72,1.33,14.13,11.96,0.5,0
34.41,8.16,3.92,55.9,0.2,0
36.56,7.18,2.08,3.42,1.0,1
51.96,7.63,7.54,13.28,0.5,1
43.59,2.57,5.81,0.2,0.3,1
28.23,5.34,14.62,25.03,0.2,1
46.23,4.72,18.26,8.06,1.0,0
37.54,4.3,11.37,0.44,0.2,1
33.87,9.29,3.25,18.83,1.0,0
47.12,4.8,1.08,51.79,0.5,0
40.43,3.76,13.82,32.84,0.85,0
35.62,3.74,16.4,16.94,0.2,0
51.12,2.45,20.07,53.03,1.0,0
34.15,5.06,12.53,33.35,0.85,0
43.78,9.67,1.64,33.55,0.5,0
26.4,3.94,8.67,3.57,0.2,0
59.13,5.5,8.83,26.21,1.0,1
48.96,4.26,1.93,7.53,0.2,1
50.45,4.52,17.96,53.7,0.2,0
54.46,7.35,13.49,59.1,1.0,0
49.4,2.43,4.86,14.66,1.0,1
55.51,1.8,11.34,18.58,0.3,0
34.87,8.17,14.65,64.36,0.5,0
54.07,3.47,15.83,9.98,1.0,1
31.94,3.79,16.28,59.64,0.85,0
41.61,12.5,13.96,19.03,1.0,0
51.63,7.16,10.79,0.84,0.2,1
60.7,2.8,2.89,26.11,1.0,1
58.88,8.47,5.66,4.36,1.0,0
36.65,7.24,9.45,28.17,0.2,1
23.72,0.8,7.13,42.76,0.2,0
46.93,5.17,12.41,1.39,0.5,1
45.91,2.51,3.48,70.84,0.5,0
64.77,4.52,19.77,25.72,0.5,0
33.73,12.5,6.74,26.8,0.5,0
36.12,7.52,9.23,35.28,0.2,0
60.64,8.05,6.69,37.41,0.85,1
31.46,4.27,14.29,14.48,0.85,1
51.46,8.07,4.07,24.11,0.5,1
54.19,3.07,6.95,18.61,0.5,0
34.84,5.13,10.72,34.59,0.85,1
61.52,7.33,2.01,32.56,0.5,0
19.89,7.21,10.65,15.25,0.2,0
51.37,1.87,12.12,15.27,0.5,1
62.65,11.9,20.27,39.79,0.5,0
32.42,2.73,22.75,4.85,0.85,0
29.69,12.5,5.66,43.19,1.0,0
32.35,7.45,11.63,9.71,0.5,0
55.74,7.11,2.84,12.45,1.0,1
56.36,2.87,12.61,36.3,1.0,1
44.79,3.55,6.66,23.94,0.2,1
41.42,11.39,4.97,13.77,1.0,0
54.56,10.62,1.18,6.3,0.2,0
59.16,4.34,9.35,10.33,0.2,1
31.58,4.13,4.47,10.42,1.0,1
34.42,4.2,10.16,67.74,1.0,0
51.33,8.5,9.13,42.26,1.0,0
39.64,8.07,10.78,3.13,0.3,1
32.16,5.86,5.42,1.35,0.3,1
44.77,5.16,3.47,38.64,0.5,1
45.98,4.31,13.92,28.11,0.5,1
65.77,12.5,26.12,35.63,0.5,0
46.52,2.01,7.3,14.96,0.85,1
49.8,3.81,7.4,13.36,0.2,1
56.25,5.64,16.21,39.88,0.5,0
48.9,1.76,4.39,29.9,0.2,0
57.44,3.41,6.83,39.43,1.0,0
32.72,12.5,5.91,42.29,0.5,0
31.88,7.78,3.62,13.74,0.5,1
55.68,3.4,9.61,51.43,1.0,0
40.04,3.34,10.91,20.11,0.2,1
48.26,2.02,16.65,6.93,0.5,0
63.05,3.68,11.27,29.05,0.2,1
29.41,6.44,2.12,18.63,0.2,1
42.55,5.85,2.08,1.99,0.5,1
51.01,3.79,2.32,4.68,0.5,1
32.26,2.7,5.55,0.73,0.2,1
57.73,4.27,5.52,16.81,0.2,1
59.36,4.22,13.76,35.19,0.2,1
45.06,7.26,2.1,51.79,0.5,0
32.95,5.39,10.64,20.4,0.85,1
33.93,5.0,10.42,24.32,0.5,1
42.65,8.9,9.16,56.76,0.3,0
46.35,10.57,1.36,5.32,0.85,0
43.09,5.81,14.98,12.4,0.3,1
35.62,5.89,7.27,23.4,0.85,1
43.06,4.44,8.24,55.4,0.5,0
58.18,2.85,11.65,29.71,0.2,1
42.93,7.56,11.53,7.96,0.2,1
51.69,6.79,5.88,9.97,0.5,1
27.6,4.65,1.0,39.4,1.0,0
44.93,5.4,14.46,9.65,0.5,1
48.87,8.59,13.32,16.33,1.0,0
62.86,9.35,11.15,3.21,1.0,0
57.2,0.82,19.22,39.51,0.5,0
63.6,3.27,4.85,24.88,0.2,1
28.21,4.64,3.22,5.09,0.2,1
48.72,2.45,31.88,1.25,0.85,0
66.08,5.48,16.29,33.92,0.85,0
36.24,3.37,1.9,80.0,0.3,0
51.51,5.58,6.62,9.1,0.85,1
55.69,3.43,9.23,43.06,0.85,0
45.78,3.51,10.94,19.31,0.85,1
24.09,5.56,7.8,7.97,0.3,0
50.45,7.74,2.92,22.25,0.85,1
64.05,6.58,8.59,10.59,0.5,1
46.05,4.66,9.66,11.24,0.2,1
35.9,1.41,6.41,2.66,1.0,0
58.97,3.46,4.15,20.9,0.2,0
45.87,3.24,9.23,62.47,0.85,0
57.13,7.02,5.9,15.28,0.2,1
44.24,5.18,5.35,39.54,0.3,1
30.84,5.29,12.65,5.16,0.85,1
36.5,2.93,9.85,2.18,1.0,1
49.06,9.55,13.05,8.11,0.5,0
43.28,5.27,8.24,20.05,1.0,1
50.68,2.82,2.72,15.03,0.85,1
29.63,2.94,8.87,7.73,0.85,1
54.69,5.69,10.4,30.02,0.2,0
35.39,2.76,13.78,30.6,0.5,1
57.83,3.27,10.21,23.79,0.5,1
37.26,2.38,14.23,32.94,0.2,0
30.68,6.98,9.16,3.5,1.0,1
40.77,2.8,10.67,42.02,1.0,0
54.4,10.38,1.35,24.5,0.2,0
44.35,6.08,16.06,6.09,0.85,0
46.0,2.37,4.26,12.63,0.85,1
60.74,6.55,12.96,29.64,0.2,1
30.81,9.56,8.19,26.96,0.5,0
52.83,4.55,17.17,9.2,0.2,0
63.28,10.15,6.26,12.89,0.2,0
43.61,6.14,22.33,24.1,0.2,0
