sample_id,region,state_country,season,temp_max_forecast_7d,temp_night_min_7d,rh_avg_forecast_7d,vpd_kpa,soil_moisture_vol_pct,consecutive_hot_days,crop_gdd_accumulated,rainfall_3d_sum_mm,soil_clay_pct,soil_ec_ds_m,soil_ph,stress_class,stress_label
AASRA-TRN-013573,Kasganj,"Uttar Pradesh, India",Kharif/Wet,33.72,24.08,87.68,0.65,24.52,0,2003.3,1.22,24.1,5.1,7.2,6,Salinity Stress
AASRA-TRN-013574,Kasganj,"Uttar Pradesh, India",Rabi/Winter,24.98,12.5,47.89,1.65,39.1,0,690.1,0.86,24.4,1.28,7.66,0,Optimal
AASRA-TRN-013575,Kasganj,"Uttar Pradesh, India",Kharif/Wet,33.0,24.14,96.66,0.2,34.65,0,1095.5,52.02,22.9,1.43,7.01,0,Optimal
AASRA-TRN-013576,Kasganj,"Uttar Pradesh, India",Zaid/Summer,33.6,23.65,25.25,3.89,33.81,0,1117.3,2.87,27.1,3.44,7.54,0,Optimal
AASRA-TRN-013577,Kasganj,"Uttar Pradesh, India",Rabi/Winter,18.32,4.97,48.6,1.08,25.68,0,40.0,1.75,23.5,1.4,7.54,0,Optimal
AASRA-TRN-013578,Kasganj,"Uttar Pradesh, India",Kharif/Wet,32.43,22.92,78.52,1.05,32.29,0,565.6,9.3,22.6,2.0,7.69,0,Optimal
AASRA-TRN-013579,Kasganj,"Uttar Pradesh, India",Kharif/Wet,37.07,27.76,79.14,1.31,22.42,3,2129.1,24.0,28.6,1.24,7.9,1,Heat Stress
AASRA-TRN-013580,Kasganj,"Uttar Pradesh, India",Rabi/Winter,21.63,10.35,84.09,0.41,30.96,0,467.0,0.17,18.6,2.35,7.47,0,Optimal
AASRA-TRN-013581,Kasganj,"Uttar Pradesh, India",Kharif/Wet,33.16,27.87,94.01,0.3,40.57,0,2277.5,47.53,22.5,1.5,7.85,0,Optimal
AASRA-TRN-013582,Kasganj,"Uttar Pradesh, India",Zaid/Summer,42.74,32.0,36.87,5.38,17.56,1,2500.0,3.01,21.0,1.7,7.46,3,Compound Stress (Heat+Drought)
AASRA-TRN-013583,Kasganj,"Uttar Pradesh, India",Rabi/Winter,24.39,12.06,85.25,0.45,33.25,0,970.4,8.03,31.9,3.36,7.76,0,Optimal
AASRA-TRN-013584,Kasganj,"Uttar Pradesh, India",Kharif/Wet,34.36,27.82,83.84,0.88,21.87,0,527.3,12.93,21.0,2.85,7.77,0,Optimal
AASRA-TRN-013585,Kasganj,"Uttar Pradesh, India",Zaid/Summer,39.19,26.23,18.38,5.76,18.65,9,249.8,0.08,19.4,2.26,7.89,3,Compound Stress (Heat+Drought)
AASRA-TRN-013586,Kasganj,"Uttar Pradesh, India",Kharif/Wet,31.96,25.6,67.31,1.55,31.59,0,525.7,13.34,20.3,1.89,7.76,0,Optimal
AASRA-TRN-013587,Kasganj,"Uttar Pradesh, India",Rabi/Winter,18.17,8.29,85.96,0.29,28.01,0,254.9,6.65,20.9,2.78,7.23,0,Optimal
AASRA-TRN-013588,Kasganj,"Uttar Pradesh, India",Zaid/Summer,44.04,32.0,29.16,5.8,15.11,3,1036.7,0.77,23.6,1.75,7.67,3,Compound Stress (Heat+Drought)
AASRA-TRN-013589,Kasganj,"Uttar Pradesh, India",Kharif/Wet,29.56,20.29,94.68,0.22,41.98,0,1701.8,32.37,24.5,1.69,7.04,0,Optimal
AASRA-TRN-013590,Kasganj,"Uttar Pradesh, India",Rabi/Winter,25.61,15.03,65.37,1.14,26.07,0,350.9,1.86,23.3,1.95,7.05,0,Optimal
AASRA-TRN-013591,Kasganj,"Uttar Pradesh, India",Kharif/Wet,30.16,21.38,83.23,0.72,20.42,0,1293.3,8.43,21.6,2.48,7.47,0,Optimal
AASRA-TRN-013592,Kasganj,"Uttar Pradesh, India",Rabi/Winter,18.24,4.76,60.8,0.82,28.07,0,120.3,0.32,22.4,3.28,7.59,0,Optimal
AASRA-TRN-013593,Kasganj,"Uttar Pradesh, India",Kharif/Wet,37.74,31.8,67.8,2.1,33.64,1,1287.9,27.14,18.6,2.03,7.38,0,Optimal
AASRA-TRN-013594,Kasganj,"Uttar Pradesh, India",Kharif/Wet,28.52,23.17,73.02,1.05,38.99,0,839.8,20.73,33.8,1.59,7.26,0,Optimal
AASRA-TRN-013595,Kasganj,"Uttar Pradesh, India",Kharif/Wet,39.59,32.0,65.28,2.51,40.38,2,1805.8,26.18,21.9,2.39,7.13,1,Heat Stress
AASRA-TRN-013596,Kasganj,"Uttar Pradesh, India",Kharif/Wet,30.08,21.4,71.77,1.2,23.33,0,236.1,5.36,22.2,2.43,7.28,0,Optimal
AASRA-TRN-013597,Kasganj,"Uttar Pradesh, India",Rabi/Winter,25.15,13.23,49.42,1.62,31.8,0,854.7,0.04,27.7,2.55,7.6,0,Optimal
AASRA-TRN-013598,Kasganj,"Uttar Pradesh, India",Zaid/Summer,41.14,29.0,18.95,5.8,27.43,3,250.7,0.24,25.9,1.76,7.89,1,Heat Stress
AASRA-TRN-013599,Kasganj,"Uttar Pradesh, India",Zaid/Summer,41.83,30.28,26.65,5.8,27.7,1,1120.3,0.08,25.6,1.47,7.64,1,Heat Stress
AASRA-TRN-013600,Kasganj,"Uttar Pradesh, India",Rabi/Winter,28.62,15.68,64.45,1.39,10.81,0,1360.8,0.35,24.3,3.53,7.8,2,Drought Stress
AASRA-TRN-013601,Kasganj,"Uttar Pradesh, India",Kharif/Wet,40.11,30.7,95.71,0.32,42.46,4,2057.6,28.92,24.6,2.71,7.78,1,Heat Stress
AASRA-TRN-013602,Kasganj,"Uttar Pradesh, India",Kharif/Wet,32.51,23.88,62.86,1.82,25.96,0,1400.9,1.41,21.7,1.43,7.53,0,Optimal
AASRA-TRN-013603,Kasganj,"Uttar Pradesh, India",Kharif/Wet,31.92,24.73,97.63,0.2,25.11,0,696.4,7.29,25.7,4.58,7.08,6,Salinity Stress
AASRA-TRN-013604,Kasganj,"Uttar Pradesh, India",Rabi/Winter,16.24,0.93,54.29,0.84,16.61,0,40.0,1.81,25.3,2.32,7.54,5,Frost / Cold Stress
AASRA-TRN-013605,Kasganj,"Uttar Pradesh, India",Rabi/Winter,14.72,3.01,47.86,0.87,20.48,0,40.0,3.34,26.9,1.33,7.74,5,Frost / Cold Stress
AASRA-TRN-013606,Kasganj,"Uttar Pradesh, India",Kharif/Wet,27.18,22.11,92.2,0.28,32.16,0,307.6,48.89,25.9,1.66,7.23,0,Optimal
AASRA-TRN-013607,Kasganj,"Uttar Pradesh, India",Kharif/Wet,27.98,18.61,69.96,1.13,33.52,0,319.1,28.07,25.9,2.55,7.57,0,Optimal
AASRA-TRN-013608,Kasganj,"Uttar Pradesh, India",Zaid/Summer,41.81,29.62,39.95,4.88,32.0,1,668.6,2.05,23.1,1.64,7.74,1,Heat Stress
AASRA-TRN-013609,Kasganj,"Uttar Pradesh, India",Kharif/Wet,30.69,21.58,61.1,1.72,22.11,0,1613.7,6.09,27.5,2.33,8.0,0,Optimal
AASRA-TRN-013610,Kasganj,"Uttar Pradesh, India",Zaid/Summer,41.73,31.01,26.09,5.8,14.85,1,1819.4,2.75,24.7,2.77,7.55,3,Compound Stress (Heat+Drought)
AASRA-TRN-013611,Kasganj,"Uttar Pradesh, India",Rabi/Winter,17.84,7.3,55.55,0.91,13.96,0,220.8,1.69,26.7,3.86,7.42,6,Salinity Stress
AASRA-TRN-013612,Kasganj,"Uttar Pradesh, India",Kharif/Wet,28.05,21.13,69.89,1.14,36.37,0,1517.2,31.86,22.7,2.0,7.24,0,Optimal
AASRA-TRN-013613,Kasganj,"Uttar Pradesh, India",Rabi/Winter,20.48,10.97,88.64,0.27,16.82,0,189.1,2.48,19.6,1.66,7.87,2,Drought Stress
AASRA-TRN-013614,Kasganj,"Uttar Pradesh, India",Kharif/Wet,27.68,22.27,71.52,1.06,25.93,0,1332.7,8.6,23.1,1.87,7.16,0,Optimal
AASRA-TRN-013615,Kasganj,"Uttar Pradesh, India",Kharif/Wet,38.93,31.88,82.76,1.2,30.24,1,787.6,5.83,20.3,1.69,7.81,1,Heat Stress
AASRA-TRN-013616,Kasganj,"Uttar Pradesh, India",Rabi/Winter,20.32,7.61,80.96,0.45,22.16,0,261.9,0.05,17.6,1.25,8.13,0,Optimal
AASRA-TRN-013617,Kasganj,"Uttar Pradesh, India",Rabi/Winter,17.72,6.9,74.22,0.52,21.93,0,247.3,2.86,31.5,1.41,7.82,0,Optimal
AASRA-TRN-013618,Kasganj,"Uttar Pradesh, India",Rabi/Winter,14.29,3.51,89.9,0.2,21.22,0,40.0,1.61,25.3,1.3,7.73,0,Optimal
AASRA-TRN-013619,Kasganj,"Uttar Pradesh, India",Rabi/Winter,15.97,2.81,46.94,0.96,31.55,0,40.0,2.55,21.6,2.51,6.95,5,Frost / Cold Stress
AASRA-TRN-013620,Kasganj,"Uttar Pradesh, India",Rabi/Winter,23.6,9.06,66.81,0.97,18.85,0,475.0,0.98,26.3,3.49,7.64,2,Drought Stress
AASRA-TRN-013621,Kasganj,"Uttar Pradesh, India",Kharif/Wet,36.4,28.2,82.61,1.06,31.43,1,579.9,7.12,23.0,1.43,7.82,0,Optimal
AASRA-TRN-013622,Kasganj,"Uttar Pradesh, India",Rabi/Winter,17.89,8.42,94.72,0.2,25.6,0,246.2,0.73,22.3,2.25,6.96,0,Optimal
AASRA-TRN-013623,Kasganj,"Uttar Pradesh, India",Zaid/Summer,38.82,27.17,47.38,3.64,30.73,3,2500.0,0.14,25.9,1.42,7.7,1,Heat Stress
AASRA-TRN-013624,Kasganj,"Uttar Pradesh, India",Zaid/Summer,33.57,25.37,38.89,3.17,14.51,0,2297.1,1.91,22.7,2.32,7.72,2,Drought Stress
AASRA-TRN-013625,Kasganj,"Uttar Pradesh, India",Rabi/Winter,28.2,13.92,76.95,0.88,23.34,0,1040.0,0.92,29.7,1.7,7.62,0,Optimal
AASRA-TRN-013626,Kasganj,"Uttar Pradesh, India",Kharif/Wet,29.96,23.24,66.11,1.43,17.08,0,863.1,2.94,20.7,2.43,7.09,2,Drought Stress
AASRA-TRN-013627,Kasganj,"Uttar Pradesh, India",Rabi/Winter,13.6,-2.13,46.37,0.84,17.95,0,40.0,1.3,22.4,1.5,7.05,5,Frost / Cold Stress
AASRA-TRN-013628,Kasganj,"Uttar Pradesh, India",Kharif/Wet,33.63,26.04,65.58,1.79,39.21,0,1090.9,26.22,21.7,1.72,8.05,0,Optimal
AASRA-TRN-013629,Kasganj,"Uttar Pradesh, India",Rabi/Winter,14.27,3.25,90.0,0.2,21.45,0,40.0,1.41,22.6,1.44,7.73,5,Frost / Cold Stress
AASRA-TRN-013630,Kasganj,"Uttar Pradesh, India",Kharif/Wet,29.66,20.58,92.29,0.32,18.61,0,317.6,17.47,23.0,1.42,8.14,2,Drought Stress
AASRA-TRN-013631,Kasganj,"Uttar Pradesh, India",Kharif/Wet,35.95,27.94,67.28,1.94,21.1,6,1953.1,4.56,20.9,1.46,7.45,0,Optimal
AASRA-TRN-013632,Kasganj,"Uttar Pradesh, India",Kharif/Wet,33.65,26.72,71.02,1.51,34.87,0,1392.6,30.3,25.5,2.03,7.49,0,Optimal
AASRA-TRN-013633,Kasganj,"Uttar Pradesh, India",Kharif/Wet,39.28,30.36,66.97,2.34,26.5,4,2159.4,11.15,17.0,1.46,7.77,1,Heat Stress
AASRA-TRN-013634,Kasganj,"Uttar Pradesh, India",Rabi/Winter,21.1,5.9,78.21,0.55,25.9,0,105.1,4.47,24.8,1.24,7.22,0,Optimal
AASRA-TRN-013635,Kasganj,"Uttar Pradesh, India",Rabi/Winter,24.11,10.41,77.09,0.69,18.23,0,174.3,0.01,27.8,3.02,7.54,2,Drought Stress
AASRA-TRN-013636,Kasganj,"Uttar Pradesh, India",Rabi/Winter,24.08,13.16,76.71,0.7,18.99,0,862.2,4.31,19.2,1.4,7.73,2,Drought Stress
AASRA-TRN-013637,Kasganj,"Uttar Pradesh, India",Kharif/Wet,29.24,23.61,63.24,1.49,21.46,0,1363.0,5.9,25.3,1.97,7.7,0,Optimal
AASRA-TRN-013638,Kasganj,"Uttar Pradesh, India",Rabi/Winter,23.11,12.21,49.4,1.43,30.7,0,168.5,4.46,30.0,2.42,7.67,0,Optimal
AASRA-TRN-013639,Kasganj,"Uttar Pradesh, India",Kharif/Wet,32.01,23.84,77.69,1.06,15.9,0,1989.5,2.24,22.4,1.42,7.22,2,Drought Stress
AASRA-TRN-013640,Kasganj,"Uttar Pradesh, India",Kharif/Wet,35.24,26.52,71.31,1.64,36.46,1,1879.5,29.96,31.1,3.94,7.8,6,Salinity Stress
AASRA-TRN-013641,Kasganj,"Uttar Pradesh, India",Rabi/Winter,25.03,10.47,67.25,1.04,19.1,0,728.9,0.54,26.4,1.26,7.51,2,Drought Stress
AASRA-TRN-013642,Kasganj,"Uttar Pradesh, India",Rabi/Winter,23.43,7.55,81.78,0.53,31.9,0,208.7,1.2,27.4,2.25,8.02,0,Optimal
AASRA-TRN-013643,Kasganj,"Uttar Pradesh, India",Kharif/Wet,25.69,17.17,95.01,0.2,35.48,0,982.9,31.7,23.0,1.4,7.98,0,Optimal
AASRA-TRN-013644,Kasganj,"Uttar Pradesh, India",Kharif/Wet,26.31,20.56,91.2,0.3,29.41,0,416.5,2.02,24.6,2.06,7.87,0,Optimal
AASRA-TRN-013645,Kasganj,"Uttar Pradesh, India",Rabi/Winter,14.29,2.35,61.82,0.62,27.42,0,40.0,1.53,18.7,2.81,8.01,5,Frost / Cold Stress
AASRA-TRN-013646,Kasganj,"Uttar Pradesh, India",Rabi/Winter,20.73,5.76,69.41,0.75,22.58,0,298.7,1.64,27.9,2.28,7.66,0,Optimal
AASRA-TRN-013647,Kasganj,"Uttar Pradesh, India",Kharif/Wet,33.99,26.26,97.8,0.2,17.72,0,885.4,1.76,19.3,3.03,7.57,2,Drought Stress
AASRA-TRN-013648,Kasganj,"Uttar Pradesh, India",Rabi/Winter,25.72,12.4,49.3,1.68,31.18,0,362.4,2.49,17.7,2.33,7.59,0,Optimal
AASRA-TRN-013649,Kasganj,"Uttar Pradesh, India",Kharif/Wet,33.54,26.69,95.5,0.23,23.96,0,784.4,4.91,24.4,1.5,7.6,0,Optimal
AASRA-TRN-013650,Kasganj,"Uttar Pradesh, India",Zaid/Summer,41.31,31.5,31.79,5.39,19.83,1,2500.0,0.19,33.4,1.49,7.18,3,Compound Stress (Heat+Drought)
AASRA-TRN-013651,Kasganj,"Uttar Pradesh, India",Kharif/Wet,28.66,20.88,93.7,0.25,21.01,0,1255.4,12.02,24.6,2.32,7.3,0,Optimal
AASRA-TRN-013652,Kasganj,"Uttar Pradesh, India",Rabi/Winter,15.7,0.41,76.89,0.41,31.27,0,40.0,3.17,22.4,2.25,8.16,5,Frost / Cold Stress
AASRA-TRN-013653,Kasganj,"Uttar Pradesh, India",Rabi/Winter,21.78,7.3,51.05,1.28,39.37,0,408.5,1.55,27.1,2.98,7.14,0,Optimal
AASRA-TRN-013654,Kasganj,"Uttar Pradesh, India",Kharif/Wet,29.05,20.29,61.75,1.54,33.98,0,572.1,16.14,19.5,2.25,7.5,0,Optimal
AASRA-TRN-013655,Kasganj,"Uttar Pradesh, India",Kharif/Wet,29.93,19.99,63.43,1.55,37.01,0,613.3,55.88,21.4,1.67,6.92,0,Optimal
AASRA-TRN-013656,Kasganj,"Uttar Pradesh, India",Kharif/Wet,27.7,19.81,72.73,1.01,36.02,0,1637.4,49.31,22.9,1.28,7.62,0,Optimal
AASRA-TRN-013657,Kasganj,"Uttar Pradesh, India",Rabi/Winter,27.95,16.94,89.2,0.41,26.25,0,1207.3,2.13,26.9,1.85,7.58,0,Optimal
AASRA-TRN-013658,Kasganj,"Uttar Pradesh, India",Zaid/Summer,40.53,29.65,36.33,4.83,33.44,1,2283.5,0.82,29.9,1.81,8.02,1,Heat Stress
AASRA-TRN-013659,Kasganj,"Uttar Pradesh, India",Kharif/Wet,28.05,21.28,80.14,0.75,28.84,0,1334.5,17.71,23.5,3.36,7.61,0,Optimal
AASRA-TRN-013660,Kasganj,"Uttar Pradesh, India",Rabi/Winter,21.44,7.96,58.42,1.06,19.59,0,516.7,4.69,23.5,1.72,7.45,0,Optimal
AASRA-TRN-013661,Kasganj,"Uttar Pradesh, India",Kharif/Wet,22.93,17.62,85.7,0.4,16.7,0,236.3,9.44,21.8,2.61,7.37,2,Drought Stress
AASRA-TRN-013662,Kasganj,"Uttar Pradesh, India",Kharif/Wet,24.42,19.15,77.45,0.69,33.23,0,506.7,28.09,20.3,1.6,7.57,0,Optimal
AASRA-TRN-013663,Kasganj,"Uttar Pradesh, India",Rabi/Winter,18.44,6.96,85.44,0.31,21.95,0,221.5,3.15,28.7,1.81,7.46,0,Optimal
AASRA-TRN-013664,Kasganj,"Uttar Pradesh, India",Kharif/Wet,31.17,24.16,69.3,1.39,20.56,0,1978.2,10.47,21.0,2.0,7.91,0,Optimal
AASRA-TRN-013665,Kasganj,"Uttar Pradesh, India",Rabi/Winter,27.03,17.26,92.64,0.26,30.83,0,995.7,5.54,24.7,1.26,7.83,0,Optimal
AASRA-TRN-013666,Kasganj,"Uttar Pradesh, India",Kharif/Wet,28.88,23.64,68.56,1.25,22.46,0,1772.4,16.02,23.8,3.9,8.41,6,Salinity Stress
AASRA-TRN-013667,Kasganj,"Uttar Pradesh, India",Zaid/Summer,41.82,32.0,18.06,5.8,24.47,1,914.9,0.91,25.9,2.41,8.26,1,Heat Stress
AASRA-TRN-013668,Kasganj,"Uttar Pradesh, India",Kharif/Wet,38.64,32.0,70.92,1.99,34.52,4,481.1,33.38,19.1,4.41,7.61,6,Salinity Stress
AASRA-TRN-013669,Kasganj,"Uttar Pradesh, India",Kharif/Wet,28.93,19.92,80.11,0.79,18.08,0,1197.3,9.3,19.4,2.74,7.57,2,Drought Stress
AASRA-TRN-013670,Kasganj,"Uttar Pradesh, India",Kharif/Wet,26.75,19.28,81.46,0.65,44.14,0,1379.6,27.72,19.3,1.26,8.36,0,Optimal
AASRA-TRN-013671,Kasganj,"Uttar Pradesh, India",Kharif/Wet,35.05,27.41,86.38,0.77,25.21,1,573.2,6.27,21.1,1.82,7.54,0,Optimal
AASRA-TRN-013672,Kasganj,"Uttar Pradesh, India",Rabi/Winter,13.12,-1.34,62.55,0.57,13.9,0,40.0,7.79,31.4,5.32,6.8,5,Frost / Cold Stress
AASRA-TRN-013673,Kasganj,"Uttar Pradesh, India",Rabi/Winter,25.96,14.47,75.7,0.81,20.76,0,1215.2,5.43,24.1,2.19,7.58,0,Optimal
AASRA-TRN-013674,Kasganj,"Uttar Pradesh, India",Zaid/Summer,42.14,30.58,29.9,5.79,33.11,1,1607.8,0.46,17.9,2.24,7.32,1,Heat Stress
AASRA-TRN-013675,Kasganj,"Uttar Pradesh, India",Rabi/Winter,18.54,6.69,54.8,0.96,15.65,0,44.5,3.02,25.1,2.34,7.74,2,Drought Stress
AASRA-TRN-013676,Kasganj,"Uttar Pradesh, India",Rabi/Winter,15.85,5.14,76.19,0.43,25.46,0,40.0,3.21,25.2,3.27,7.89,0,Optimal
AASRA-TRN-013677,Kasganj,"Uttar Pradesh, India",Kharif/Wet,35.04,28.04,64.24,2.01,22.91,3,2498.1,8.02,32.4,2.02,7.94,0,Optimal
AASRA-TRN-013678,Kasganj,"Uttar Pradesh, India",Kharif/Wet,35.26,28.69,66.88,1.89,16.71,3,2285.2,18.2,22.2,1.33,8.49,2,Drought Stress
AASRA-TRN-013679,Kasganj,"Uttar Pradesh, India",Kharif/Wet,34.19,26.63,76.73,1.25,30.3,0,1653.1,1.24,20.2,1.68,7.8,0,Optimal
AASRA-TRN-013680,Kasganj,"Uttar Pradesh, India",Kharif/Wet,25.97,16.49,88.32,0.39,34.63,0,1302.7,9.57,23.3,1.45,8.2,0,Optimal
AASRA-TRN-013681,Kasganj,"Uttar Pradesh, India",Rabi/Winter,24.92,15.58,85.02,0.47,20.59,0,379.1,4.47,27.9,1.31,7.44,0,Optimal
AASRA-TRN-013682,Kasganj,"Uttar Pradesh, India",Rabi/Winter,17.08,5.77,48.03,1.01,15.3,0,106.9,4.03,31.3,1.28,7.89,2,Drought Stress
AASRA-TRN-013683,Kasganj,"Uttar Pradesh, India",Kharif/Wet,29.88,20.98,88.7,0.48,36.08,0,231.4,30.18,19.7,2.51,7.46,0,Optimal
AASRA-TRN-013684,Kasganj,"Uttar Pradesh, India",Rabi/Winter,17.02,4.75,56.04,0.85,22.47,0,83.9,4.17,26.0,2.73,7.62,0,Optimal
AASRA-TRN-013685,Kasganj,"Uttar Pradesh, India",Kharif/Wet,28.14,22.97,59.65,1.54,26.5,0,1042.4,4.41,21.3,1.41,7.77,0,Optimal
AASRA-TRN-013686,Kasganj,"Uttar Pradesh, India",Kharif/Wet,29.94,21.26,62.01,1.61,38.94,0,795.7,29.74,24.6,4.4,7.75,6,Salinity Stress
AASRA-TRN-013687,Kasganj,"Uttar Pradesh, India",Rabi/Winter,11.88,-0.62,71.92,0.39,20.39,0,40.0,2.27,27.1,2.01,7.65,5,Frost / Cold Stress
AASRA-TRN-013688,Kasganj,"Uttar Pradesh, India",Rabi/Winter,18.93,8.77,58.07,0.92,34.39,0,104.0,4.37,24.9,1.97,7.47,0,Optimal
AASRA-TRN-013689,Kasganj,"Uttar Pradesh, India",Kharif/Wet,38.77,31.66,68.83,2.15,38.41,7,2500.0,29.84,21.5,1.51,7.89,1,Heat Stress
AASRA-TRN-013690,Kasganj,"Uttar Pradesh, India",Zaid/Summer,40.02,28.2,27.64,5.34,16.15,7,2500.0,1.64,18.2,1.55,7.46,3,Compound Stress (Heat+Drought)
AASRA-TRN-013691,Kasganj,"Uttar Pradesh, India",Kharif/Wet,38.09,30.47,87.88,0.81,19.18,5,2136.7,11.09,19.3,9.13,7.81,3,Compound Stress (Heat+Drought)
AASRA-TRN-013692,Kasganj,"Uttar Pradesh, India",Kharif/Wet,24.38,17.72,65.73,1.05,21.53,0,409.0,2.21,27.6,3.4,8.38,6,Salinity Stress
AASRA-TRN-013693,Kasganj,"Uttar Pradesh, India",Rabi/Winter,23.02,12.93,47.24,1.48,15.46,0,550.5,5.24,23.6,2.82,7.41,2,Drought Stress
AASRA-TRN-013694,Kasganj,"Uttar Pradesh, India",Rabi/Winter,22.4,13.13,68.17,0.86,26.43,0,458.0,1.49,30.6,1.7,7.57,0,Optimal
AASRA-TRN-013695,Kasganj,"Uttar Pradesh, India",Rabi/Winter,29.42,17.86,46.66,2.19,11.82,0,204.6,2.12,26.0,2.74,6.84,2,Drought Stress
AASRA-TRN-013696,Kasganj,"Uttar Pradesh, India",Zaid/Summer,42.6,30.22,16.14,5.8,22.23,2,1030.1,1.76,19.2,1.36,7.86,3,Compound Stress (Heat+Drought)
AASRA-TRN-013697,Kasganj,"Uttar Pradesh, India",Rabi/Winter,23.0,9.99,67.62,0.91,13.24,0,64.9,0.7,24.2,1.72,8.06,2,Drought Stress
AASRA-TRN-013698,Kasganj,"Uttar Pradesh, India",Rabi/Winter,22.34,8.34,59.94,1.08,23.51,0,138.9,1.14,21.0,3.76,7.35,0,Optimal
AASRA-TRN-013699,Kasganj,"Uttar Pradesh, India",Rabi/Winter,16.45,1.78,83.88,0.3,29.61,0,40.0,2.92,29.6,2.84,6.83,5,Frost / Cold Stress
AASRA-TRN-013700,Kasganj,"Uttar Pradesh, India",Rabi/Winter,17.72,2.82,47.44,1.07,17.5,0,40.0,0.04,28.8,2.93,7.45,5,Frost / Cold Stress
AASRA-TRN-013701,Kasganj,"Uttar Pradesh, India",Kharif/Wet,30.8,24.39,61.07,1.73,42.59,0,176.0,47.02,27.3,2.13,7.97,0,Optimal
AASRA-TRN-013702,Kasganj,"Uttar Pradesh, India",Kharif/Wet,31.68,25.61,67.96,1.5,28.92,0,1342.4,14.38,24.6,3.06,8.34,6,Salinity Stress
AASRA-TRN-013703,Kasganj,"Uttar Pradesh, India",Zaid/Summer,42.94,32.0,15.74,5.8,41.56,4,1291.0,0.53,22.8,2.24,7.6,1,Heat Stress
AASRA-TRN-013704,Kasganj,"Uttar Pradesh, India",Kharif/Wet,33.75,25.9,78.29,1.14,15.98,0,2140.9,3.08,22.3,1.72,7.62,2,Drought Stress
AASRA-TRN-013705,Kasganj,"Uttar Pradesh, India",Kharif/Wet,30.45,23.57,67.89,1.4,18.59,0,850.5,5.7,22.3,2.91,8.03,2,Drought Stress
AASRA-TRN-013706,Kasganj,"Uttar Pradesh, India",Kharif/Wet,34.64,26.76,59.48,2.23,29.82,0,703.7,4.18,28.8,2.18,7.81,0,Optimal
AASRA-TRN-013707,Kasganj,"Uttar Pradesh, India",Kharif/Wet,30.6,21.49,73.94,1.14,12.17,0,1604.7,1.37,23.7,1.71,7.01,2,Drought Stress
AASRA-TRN-013708,Kasganj,"Uttar Pradesh, India",Rabi/Winter,24.18,13.75,57.18,1.29,12.05,0,869.4,2.89,24.7,2.49,7.8,2,Drought Stress
AASRA-TRN-013709,Kasganj,"Uttar Pradesh, India",Rabi/Winter,18.8,7.71,64.17,0.78,18.28,0,279.8,1.03,29.7,2.08,7.1,2,Drought Stress
AASRA-TRN-013710,Kasganj,"Uttar Pradesh, India",Rabi/Winter,19.71,5.93,56.39,1.0,15.22,0,183.3,1.29,22.9,1.71,7.82,2,Drought Stress
AASRA-TRN-013711,Kasganj,"Uttar Pradesh, India",Kharif/Wet,39.27,29.75,72.24,1.97,34.47,3,2500.0,47.37,20.6,1.81,7.9,1,Heat Stress
AASRA-TRN-013712,Kasganj,"Uttar Pradesh, India",Kharif/Wet,33.63,25.56,67.33,1.7,27.64,0,1371.6,4.15,26.0,1.47,7.39,0,Optimal
AASRA-TRN-013713,Kasganj,"Uttar Pradesh, India",Zaid/Summer,44.23,32.0,43.32,5.22,20.9,1,309.3,0.72,20.5,1.77,7.53,3,Compound Stress (Heat+Drought)
AASRA-TRN-013714,Kasganj,"Uttar Pradesh, India",Kharif/Wet,26.12,16.61,91.56,0.29,23.89,0,1147.7,11.47,25.8,3.36,8.03,0,Optimal
AASRA-TRN-013715,Kasganj,"Uttar Pradesh, India",Kharif/Wet,28.82,22.61,77.22,0.9,31.88,0,785.8,14.41,27.2,1.47,7.86,0,Optimal
AASRA-TRN-013716,Kasganj,"Uttar Pradesh, India",Kharif/Wet,37.21,31.86,76.12,1.52,19.12,3,417.1,6.12,23.1,2.07,8.11,3,Compound Stress (Heat+Drought)
AASRA-TRN-013717,Kasganj,"Uttar Pradesh, India",Kharif/Wet,36.75,26.75,84.91,0.93,15.61,1,1957.3,18.63,26.5,1.64,7.5,2,Drought Stress
AASRA-TRN-013718,Kasganj,"Uttar Pradesh, India",Kharif/Wet,29.12,20.89,88.57,0.46,20.28,0,720.3,9.85,27.5,3.0,8.03,0,Optimal
AASRA-TRN-013719,Kasganj,"Uttar Pradesh, India",Kharif/Wet,31.66,24.21,82.0,0.84,29.99,0,1381.3,15.76,17.2,1.41,7.5,0,Optimal
AASRA-TRN-013720,Kasganj,"Uttar Pradesh, India",Kharif/Wet,34.37,25.28,66.06,1.84,24.3,0,456.0,12.56,22.0,1.21,8.01,0,Optimal
AASRA-TRN-013721,Kasganj,"Uttar Pradesh, India",Zaid/Summer,38.93,30.25,27.35,5.06,17.27,3,393.4,1.27,23.0,1.67,7.42,3,Compound Stress (Heat+Drought)
AASRA-TRN-013722,Kasganj,"Uttar Pradesh, India",Kharif/Wet,35.84,25.84,95.18,0.28,31.7,4,1208.7,6.84,19.4,1.55,7.46,0,Optimal
AASRA-TRN-013723,Kasganj,"Uttar Pradesh, India",Kharif/Wet,23.0,13.73,73.56,0.74,22.35,0,267.6,5.11,26.0,4.85,7.08,6,Salinity Stress
