sample_id,region,state_country,season,temp_max_forecast_7d,temp_night_min_7d,rh_avg_forecast_7d,vpd_kpa,soil_moisture_vol_pct,consecutive_hot_days,crop_gdd_accumulated,rainfall_3d_sum_mm,soil_clay_pct,soil_ec_ds_m,soil_ph,stress_class,stress_label
AASRA-TRN-001574,Latur,"Maharashtra, India",Rabi/Winter,19.61,7.99,69.76,0.65,39.92,0,399.6,0.0,47.7,2.01,7.88,0,Optimal
AASRA-TRN-001575,Latur,"Maharashtra, India",Rabi/Winter,18.07,2.62,49.08,1.05,13.77,0,37.1,3.41,48.0,1.23,7.64,5,Frost / Cold Stress
AASRA-TRN-001576,Latur,"Maharashtra, India",Rabi/Winter,17.09,1.52,90.4,0.25,19.31,0,40.0,5.03,51.3,0.94,7.77,5,Frost / Cold Stress
AASRA-TRN-001577,Latur,"Maharashtra, India",Rabi/Winter,18.41,6.1,67.67,0.73,32.23,0,140.6,4.1,40.7,0.9,7.81,0,Optimal
AASRA-TRN-001578,Latur,"Maharashtra, India",Rabi/Winter,32.0,17.58,56.58,2.17,18.22,0,378.5,6.11,52.1,2.83,8.03,2,Drought Stress
AASRA-TRN-001579,Latur,"Maharashtra, India",Rabi/Winter,20.73,12.06,60.93,0.99,20.53,0,332.9,1.1,52.5,1.16,7.85,0,Optimal
AASRA-TRN-001580,Latur,"Maharashtra, India",Kharif/Wet,31.83,23.4,79.42,1.04,32.23,0,1553.7,6.65,45.9,1.32,7.32,0,Optimal
AASRA-TRN-001581,Latur,"Maharashtra, India",Kharif/Wet,30.34,22.96,87.43,0.55,23.83,0,998.7,5.37,55.4,1.27,7.87,0,Optimal
AASRA-TRN-001582,Latur,"Maharashtra, India",Rabi/Winter,27.01,17.37,59.0,1.51,25.91,0,1386.6,3.31,45.7,1.87,7.46,0,Optimal
AASRA-TRN-001583,Latur,"Maharashtra, India",Rabi/Winter,20.18,7.0,75.88,0.62,22.18,0,57.0,2.3,45.8,1.75,7.12,0,Optimal
AASRA-TRN-001584,Latur,"Maharashtra, India",Kharif/Wet,32.43,22.75,86.4,0.61,28.28,0,476.5,7.6,47.4,0.88,7.59,0,Optimal
AASRA-TRN-001585,Latur,"Maharashtra, India",Kharif/Wet,36.25,27.17,80.79,1.2,34.66,1,1263.4,9.75,48.2,1.84,8.01,0,Optimal
AASRA-TRN-001586,Latur,"Maharashtra, India",Rabi/Winter,17.34,3.76,91.44,0.27,13.57,0,57.0,3.04,46.2,1.13,8.19,5,Frost / Cold Stress
AASRA-TRN-001587,Latur,"Maharashtra, India",Rabi/Winter,16.73,5.62,74.76,0.4,33.13,0,41.0,3.42,55.0,1.77,8.1,0,Optimal
AASRA-TRN-001588,Latur,"Maharashtra, India",Zaid/Summer,39.55,29.31,44.51,4.11,15.92,1,1097.6,1.02,46.2,3.51,8.18,3,Compound Stress (Heat+Drought)
AASRA-TRN-001589,Latur,"Maharashtra, India",Zaid/Summer,45.09,31.91,38.31,5.8,41.72,6,797.4,5.56,43.6,0.89,8.19,3,Compound Stress (Heat+Drought)
AASRA-TRN-001590,Latur,"Maharashtra, India",Rabi/Winter,20.89,8.93,91.97,0.19,10.6,0,227.8,1.36,45.7,3.45,7.51,2,Drought Stress
AASRA-TRN-001591,Latur,"Maharashtra, India",Zaid/Summer,43.83,31.95,15.54,5.76,23.08,4,1801.7,2.53,50.5,0.91,8.02,3,Compound Stress (Heat+Drought)
AASRA-TRN-001592,Latur,"Maharashtra, India",Rabi/Winter,20.19,10.67,60.63,0.93,22.77,0,328.1,2.42,48.9,0.86,8.24,0,Optimal
AASRA-TRN-001593,Latur,"Maharashtra, India",Kharif/Wet,32.3,22.66,86.22,0.71,22.45,0,1201.2,14.98,46.6,0.96,8.04,0,Optimal
AASRA-TRN-001594,Latur,"Maharashtra, India",Kharif/Wet,37.46,29.89,77.82,1.58,23.04,1,2502.9,23.5,47.9,2.93,7.56,6,Salinity Stress
AASRA-TRN-001595,Latur,"Maharashtra, India",Zaid/Summer,41.86,32.71,16.58,5.8,27.61,2,1243.6,3.01,46.0,0.72,6.82,1,Heat Stress
AASRA-TRN-001596,Latur,"Maharashtra, India",Kharif/Wet,30.46,21.27,91.3,0.34,24.47,0,1441.4,12.4,40.5,4.05,8.16,6,Salinity Stress
AASRA-TRN-001597,Latur,"Maharashtra, India",Kharif/Wet,31.75,25.96,86.5,0.57,36.56,0,1945.3,32.69,44.4,1.04,8.26,0,Optimal
AASRA-TRN-001598,Latur,"Maharashtra, India",Kharif/Wet,33.18,26.27,64.86,1.74,28.11,0,1683.6,3.16,48.5,1.04,8.05,0,Optimal
AASRA-TRN-001599,Latur,"Maharashtra, India",Rabi/Winter,22.45,6.82,65.89,0.93,29.43,0,103.2,1.38,48.9,1.19,7.89,0,Optimal
AASRA-TRN-001600,Latur,"Maharashtra, India",Rabi/Winter,11.91,1.24,86.34,0.21,13.62,0,45.6,2.42,45.4,1.0,7.67,5,Frost / Cold Stress
AASRA-TRN-001601,Latur,"Maharashtra, India",Zaid/Summer,41.44,31.81,26.38,5.77,32.09,3,1484.3,1.11,48.9,1.72,7.69,1,Heat Stress
AASRA-TRN-001602,Latur,"Maharashtra, India",Zaid/Summer,37.24,28.01,43.61,3.61,14.07,1,1259.0,1.06,39.7,4.36,7.37,6,Salinity Stress
AASRA-TRN-001603,Latur,"Maharashtra, India",Kharif/Wet,28.55,21.41,82.42,0.71,29.65,0,1714.7,4.01,48.1,2.08,7.51,0,Optimal
AASRA-TRN-001604,Latur,"Maharashtra, India",Rabi/Winter,20.35,10.81,66.0,0.82,27.11,0,475.9,6.24,47.8,2.89,7.73,0,Optimal
AASRA-TRN-001605,Latur,"Maharashtra, India",Kharif/Wet,33.8,26.63,61.73,2.06,33.05,0,1130.8,4.85,53.7,1.85,7.87,0,Optimal
AASRA-TRN-001606,Latur,"Maharashtra, India",Rabi/Winter,21.84,7.09,88.45,0.34,32.08,0,440.7,0.0,47.1,1.86,7.3,6,Salinity Stress
AASRA-TRN-001607,Latur,"Maharashtra, India",Rabi/Winter,15.96,4.73,47.64,0.97,27.12,0,44.6,3.05,39.6,1.96,7.76,0,Optimal
AASRA-TRN-001608,Latur,"Maharashtra, India",Kharif/Wet,23.72,17.48,87.29,0.28,25.32,0,517.9,20.43,50.8,1.46,7.77,0,Optimal
AASRA-TRN-001609,Latur,"Maharashtra, India",Kharif/Wet,30.14,22.59,76.52,0.98,15.13,0,291.3,4.26,46.9,2.45,7.73,6,Salinity Stress
AASRA-TRN-001610,Latur,"Maharashtra, India",Kharif/Wet,26.07,17.01,87.46,0.36,28.53,0,294.6,22.52,46.4,1.72,7.26,0,Optimal
AASRA-TRN-001611,Latur,"Maharashtra, India",Kharif/Wet,30.39,25.12,81.38,0.85,39.32,0,1287.7,37.59,46.3,1.28,8.09,0,Optimal
AASRA-TRN-001612,Latur,"Maharashtra, India",Rabi/Winter,30.23,19.74,71.55,1.1,37.55,0,1431.1,3.81,47.3,1.24,7.53,0,Optimal
AASRA-TRN-001613,Latur,"Maharashtra, India",Rabi/Winter,18.44,6.3,90.62,0.19,31.63,0,102.8,0.61,47.7,0.83,7.49,0,Optimal
AASRA-TRN-001614,Latur,"Maharashtra, India",Kharif/Wet,33.2,24.29,92.03,0.48,14.24,0,484.4,8.71,44.5,1.96,7.74,2,Drought Stress
AASRA-TRN-001615,Latur,"Maharashtra, India",Rabi/Winter,26.23,12.22,55.61,1.54,11.53,0,256.8,1.14,49.5,1.33,7.38,2,Drought Stress
AASRA-TRN-001616,Latur,"Maharashtra, India",Zaid/Summer,45.25,31.71,45.88,5.26,41.27,1,2226.2,5.67,40.9,0.8,7.53,1,Heat Stress
AASRA-TRN-001617,Latur,"Maharashtra, India",Kharif/Wet,30.03,20.1,90.84,0.46,37.68,0,658.6,52.7,48.3,1.65,7.72,0,Optimal
AASRA-TRN-001618,Latur,"Maharashtra, India",Zaid/Summer,34.66,22.12,44.51,3.14,22.19,0,1272.8,0.0,51.9,4.53,8.57,0,Optimal
AASRA-TRN-001619,Latur,"Maharashtra, India",Rabi/Winter,16.71,1.92,61.19,0.8,27.08,0,46.7,2.61,45.8,1.05,7.87,5,Frost / Cold Stress
AASRA-TRN-001620,Latur,"Maharashtra, India",Rabi/Winter,18.12,5.58,72.45,0.47,26.91,0,44.0,0.0,46.5,1.18,7.39,0,Optimal
AASRA-TRN-001621,Latur,"Maharashtra, India",Rabi/Winter,22.46,9.73,81.55,0.54,14.42,0,507.7,9.37,46.1,1.12,7.75,2,Drought Stress
AASRA-TRN-001622,Latur,"Maharashtra, India",Kharif/Wet,24.18,16.5,93.34,0.13,40.06,0,305.0,37.53,53.7,3.83,7.3,6,Salinity Stress
AASRA-TRN-001623,Latur,"Maharashtra, India",Kharif/Wet,33.69,28.42,81.8,1.14,18.51,0,1124.2,5.43,44.1,1.05,7.93,2,Drought Stress
AASRA-TRN-001624,Latur,"Maharashtra, India",Zaid/Summer,43.73,32.17,22.37,5.79,15.23,13,1684.3,1.57,49.6,0.84,7.65,3,Compound Stress (Heat+Drought)
AASRA-TRN-001625,Latur,"Maharashtra, India",Kharif/Wet,35.38,26.78,88.78,0.65,44.73,5,1043.1,31.3,50.5,1.44,8.0,6,Salinity Stress
AASRA-TRN-001626,Latur,"Maharashtra, India",Kharif/Wet,30.74,21.73,64.73,1.68,16.23,0,942.2,14.8,53.5,1.74,7.88,2,Drought Stress
AASRA-TRN-001627,Latur,"Maharashtra, India",Zaid/Summer,37.61,27.34,36.44,4.15,10.89,2,2397.1,1.26,45.3,2.36,7.61,2,Drought Stress
AASRA-TRN-001628,Latur,"Maharashtra, India",Kharif/Wet,31.74,24.43,71.49,1.46,40.85,0,1277.6,32.97,46.7,1.12,8.23,0,Optimal
AASRA-TRN-001629,Latur,"Maharashtra, India",Kharif/Wet,30.52,25.6,86.22,0.63,35.58,0,762.7,11.61,46.2,1.51,6.95,0,Optimal
AASRA-TRN-001630,Latur,"Maharashtra, India",Rabi/Winter,16.91,2.05,48.93,0.92,29.12,0,38.5,5.48,47.3,1.29,8.24,5,Frost / Cold Stress
AASRA-TRN-001631,Latur,"Maharashtra, India",Rabi/Winter,31.75,17.08,76.27,0.94,24.51,0,535.2,3.54,49.9,2.12,7.16,0,Optimal
AASRA-TRN-001632,Latur,"Maharashtra, India",Rabi/Winter,25.82,13.55,69.72,0.96,33.25,0,413.8,0.95,48.5,2.62,7.89,0,Optimal
AASRA-TRN-001633,Latur,"Maharashtra, India",Rabi/Winter,18.77,5.78,72.85,0.57,12.48,0,74.7,2.32,52.5,2.67,8.07,0,Optimal
AASRA-TRN-001634,Latur,"Maharashtra, India",Kharif/Wet,32.25,24.15,77.56,1.03,23.87,0,1693.5,18.86,53.5,2.79,7.6,0,Optimal
AASRA-TRN-001635,Latur,"Maharashtra, India",Kharif/Wet,41.11,31.66,56.96,3.19,25.49,8,321.7,1.31,51.1,2.24,8.03,1,Heat Stress
AASRA-TRN-001636,Latur,"Maharashtra, India",Kharif/Wet,31.51,21.97,79.27,1.07,11.6,0,1332.0,15.88,53.5,1.24,7.48,2,Drought Stress
AASRA-TRN-001637,Latur,"Maharashtra, India",Rabi/Winter,22.74,13.83,88.19,0.5,27.82,0,167.1,7.13,48.8,2.02,7.68,0,Optimal
AASRA-TRN-001638,Latur,"Maharashtra, India",Kharif/Wet,30.38,24.37,58.28,1.82,51.72,0,831.3,75.36,56.1,1.89,7.71,0,Optimal
AASRA-TRN-001639,Latur,"Maharashtra, India",Kharif/Wet,29.18,20.74,81.63,0.86,31.54,0,1470.4,4.81,42.7,1.9,7.65,0,Optimal
AASRA-TRN-001640,Latur,"Maharashtra, India",Rabi/Winter,19.56,6.22,67.96,0.72,19.19,0,191.4,5.66,41.4,1.59,8.41,2,Drought Stress
AASRA-TRN-001641,Latur,"Maharashtra, India",Rabi/Winter,18.12,4.71,46.05,1.14,33.93,0,84.0,3.15,48.1,3.01,7.46,0,Optimal
AASRA-TRN-001642,Latur,"Maharashtra, India",Kharif/Wet,26.51,17.39,96.41,0.2,17.42,0,668.8,20.85,46.8,2.19,7.85,0,Optimal
AASRA-TRN-001643,Latur,"Maharashtra, India",Kharif/Wet,35.87,29.09,93.76,0.33,36.13,1,673.4,30.13,48.0,1.52,7.97,1,Heat Stress
AASRA-TRN-001644,Latur,"Maharashtra, India",Kharif/Wet,35.57,28.2,83.74,0.93,13.19,2,658.6,11.17,49.6,0.99,7.89,2,Drought Stress
AASRA-TRN-001645,Latur,"Maharashtra, India",Kharif/Wet,35.03,25.63,81.64,1.0,24.11,1,2259.2,4.14,40.7,0.79,8.03,0,Optimal
AASRA-TRN-001646,Latur,"Maharashtra, India",Kharif/Wet,29.84,23.86,92.38,0.18,17.13,0,1880.4,7.98,52.4,1.11,7.62,2,Drought Stress
AASRA-TRN-001647,Latur,"Maharashtra, India",Kharif/Wet,32.32,24.16,71.33,1.34,32.97,0,1878.4,20.78,49.3,1.54,8.28,0,Optimal
AASRA-TRN-001648,Latur,"Maharashtra, India",Kharif/Wet,33.55,23.54,60.88,1.94,34.1,0,1200.9,16.76,44.0,1.96,8.18,0,Optimal
AASRA-TRN-001649,Latur,"Maharashtra, India",Kharif/Wet,34.16,26.43,72.44,1.6,17.56,0,801.5,0.8,45.0,1.64,8.25,2,Drought Stress
AASRA-TRN-001650,Latur,"Maharashtra, India",Rabi/Winter,31.02,18.92,66.88,1.47,21.62,0,1389.2,1.92,45.3,3.86,8.3,6,Salinity Stress
AASRA-TRN-001651,Latur,"Maharashtra, India",Kharif/Wet,35.51,26.37,85.99,0.7,12.87,1,568.0,12.02,51.5,1.61,7.51,2,Drought Stress
AASRA-TRN-001652,Latur,"Maharashtra, India",Zaid/Summer,39.68,31.2,42.22,4.3,20.08,1,2499.7,1.4,48.7,1.15,7.84,3,Compound Stress (Heat+Drought)
AASRA-TRN-001653,Latur,"Maharashtra, India",Rabi/Winter,17.34,2.5,61.17,0.89,34.24,0,40.0,2.47,46.3,1.29,8.31,0,Optimal
AASRA-TRN-001654,Latur,"Maharashtra, India",Rabi/Winter,24.56,14.01,74.05,0.82,18.79,0,336.0,2.29,52.6,2.47,7.45,2,Drought Stress
AASRA-TRN-001655,Latur,"Maharashtra, India",Kharif/Wet,31.52,21.74,91.65,0.42,36.39,0,910.5,39.73,45.9,2.71,7.72,0,Optimal
AASRA-TRN-001656,Latur,"Maharashtra, India",Rabi/Winter,24.09,9.59,65.49,0.98,22.14,0,282.6,0.0,53.0,0.8,7.85,0,Optimal
AASRA-TRN-001657,Latur,"Maharashtra, India",Rabi/Winter,13.55,-1.9,87.51,0.15,30.5,0,45.2,1.9,39.4,1.62,6.95,5,Frost / Cold Stress
AASRA-TRN-001658,Latur,"Maharashtra, India",Kharif/Wet,30.14,24.16,70.7,1.19,26.52,0,1753.6,18.28,50.0,5.6,7.69,6,Salinity Stress
AASRA-TRN-001659,Latur,"Maharashtra, India",Rabi/Winter,16.95,5.68,78.63,0.41,26.81,0,42.3,0.74,48.9,1.14,8.34,0,Optimal
AASRA-TRN-001660,Latur,"Maharashtra, India",Kharif/Wet,31.56,24.75,92.87,0.42,18.14,0,2109.9,18.52,46.5,0.97,7.59,2,Drought Stress
AASRA-TRN-001661,Latur,"Maharashtra, India",Kharif/Wet,30.38,21.01,93.14,0.4,24.05,0,661.9,18.41,53.8,1.79,8.05,2,Drought Stress
AASRA-TRN-001662,Latur,"Maharashtra, India",Kharif/Wet,32.38,25.1,82.88,0.84,37.46,0,1694.5,33.91,47.4,2.03,8.09,0,Optimal
AASRA-TRN-001663,Latur,"Maharashtra, India",Kharif/Wet,41.07,31.97,88.38,0.78,36.7,7,316.7,12.27,48.9,1.53,7.93,1,Heat Stress
AASRA-TRN-001664,Latur,"Maharashtra, India",Kharif/Wet,41.17,32.03,61.05,3.06,46.81,1,263.8,74.99,54.9,0.94,7.2,1,Heat Stress
AASRA-TRN-001665,Latur,"Maharashtra, India",Rabi/Winter,25.61,12.92,88.59,0.45,19.49,0,103.2,3.37,51.7,1.2,7.78,0,Optimal
AASRA-TRN-001666,Latur,"Maharashtra, India",Kharif/Wet,32.24,24.14,86.2,0.73,38.69,0,1056.7,18.97,48.2,1.14,8.11,0,Optimal
AASRA-TRN-001667,Latur,"Maharashtra, India",Kharif/Wet,32.5,24.15,64.41,1.69,39.07,0,1278.1,9.24,50.4,2.27,7.8,0,Optimal
AASRA-TRN-001668,Latur,"Maharashtra, India",Kharif/Wet,35.78,26.84,75.78,1.28,42.61,1,1167.7,46.83,45.4,1.4,7.4,0,Optimal
AASRA-TRN-001669,Latur,"Maharashtra, India",Kharif/Wet,26.26,16.99,80.63,0.79,25.28,0,513.5,6.72,48.9,2.16,8.33,0,Optimal
AASRA-TRN-001670,Latur,"Maharashtra, India",Rabi/Winter,22.52,8.0,48.29,1.38,29.92,0,464.6,1.51,50.3,2.17,7.97,0,Optimal
AASRA-TRN-001671,Latur,"Maharashtra, India",Rabi/Winter,31.81,20.94,58.48,2.0,16.21,0,1768.2,4.31,53.9,2.23,7.55,2,Drought Stress
AASRA-TRN-001672,Latur,"Maharashtra, India",Zaid/Summer,39.1,27.63,32.01,4.78,16.78,3,611.0,2.68,48.6,2.62,8.34,2,Drought Stress
AASRA-TRN-001673,Latur,"Maharashtra, India",Kharif/Wet,35.69,26.04,80.14,1.09,40.81,4,1993.4,54.88,53.0,1.54,7.52,1,Heat Stress
AASRA-TRN-001674,Latur,"Maharashtra, India",Kharif/Wet,28.37,19.57,79.55,0.72,31.35,0,850.2,9.82,47.9,1.54,7.79,0,Optimal
AASRA-TRN-001675,Latur,"Maharashtra, India",Kharif/Wet,27.11,20.82,65.58,1.25,21.52,0,1534.1,7.37,51.8,1.03,7.68,0,Optimal
AASRA-TRN-001676,Latur,"Maharashtra, India",Kharif/Wet,27.8,20.43,72.89,0.96,10.49,0,1068.8,4.94,52.0,1.27,7.35,2,Drought Stress
AASRA-TRN-001677,Latur,"Maharashtra, India",Kharif/Wet,43.87,31.63,94.32,0.72,38.74,3,1167.9,32.03,52.5,3.52,7.79,1,Heat Stress
AASRA-TRN-001678,Latur,"Maharashtra, India",Rabi/Winter,26.89,15.27,68.12,1.24,18.6,0,183.2,5.68,48.7,0.83,7.93,0,Optimal
AASRA-TRN-001679,Latur,"Maharashtra, India",Rabi/Winter,23.96,11.87,83.97,0.43,28.78,0,314.8,1.74,52.6,0.92,7.56,0,Optimal
AASRA-TRN-001680,Latur,"Maharashtra, India",Kharif/Wet,28.88,20.58,76.94,0.95,14.8,0,186.8,2.15,40.9,0.94,7.97,0,Optimal
AASRA-TRN-001681,Latur,"Maharashtra, India",Kharif/Wet,31.18,22.16,79.72,0.84,43.34,0,1645.3,43.11,45.5,1.2,8.24,0,Optimal
AASRA-TRN-001682,Latur,"Maharashtra, India",Kharif/Wet,30.3,22.64,90.91,0.35,13.67,0,1743.0,3.92,50.9,2.05,8.0,2,Drought Stress
AASRA-TRN-001683,Latur,"Maharashtra, India",Zaid/Summer,43.84,32.12,32.15,5.78,25.01,4,2498.1,0.0,49.9,1.71,8.02,3,Compound Stress (Heat+Drought)
AASRA-TRN-001684,Latur,"Maharashtra, India",Rabi/Winter,22.14,11.33,45.57,1.44,30.41,0,498.4,2.99,56.3,1.37,7.86,0,Optimal
AASRA-TRN-001685,Latur,"Maharashtra, India",Kharif/Wet,25.03,15.86,61.65,1.29,37.96,0,763.1,1.87,49.3,1.15,8.13,0,Optimal
AASRA-TRN-001686,Latur,"Maharashtra, India",Zaid/Summer,35.67,25.53,33.52,3.99,22.1,1,2437.7,1.01,47.8,1.83,7.55,2,Drought Stress
AASRA-TRN-001687,Latur,"Maharashtra, India",Rabi/Winter,15.3,5.33,94.79,0.27,26.97,0,49.3,1.69,46.0,3.11,7.77,0,Optimal
AASRA-TRN-001688,Latur,"Maharashtra, India",Rabi/Winter,14.53,2.56,85.66,0.33,43.61,0,43.7,6.95,48.6,1.03,7.44,0,Optimal
AASRA-TRN-001689,Latur,"Maharashtra, India",Rabi/Winter,20.64,9.88,85.18,0.4,21.89,0,597.5,2.46,46.1,1.1,7.61,0,Optimal
AASRA-TRN-001690,Latur,"Maharashtra, India",Kharif/Wet,32.82,25.0,57.91,2.05,34.83,0,472.1,37.66,48.0,1.36,8.52,0,Optimal
AASRA-TRN-001691,Latur,"Maharashtra, India",Kharif/Wet,35.31,27.89,73.91,1.46,27.96,2,883.0,15.5,47.7,0.85,8.06,0,Optimal
AASRA-TRN-001692,Latur,"Maharashtra, India",Kharif/Wet,27.23,19.1,60.52,1.47,36.38,0,173.6,19.78,44.4,2.36,8.22,0,Optimal
AASRA-TRN-001693,Latur,"Maharashtra, India",Zaid/Summer,39.11,28.88,26.66,5.14,25.98,4,2501.6,2.46,44.9,4.23,7.84,3,Compound Stress (Heat+Drought)
AASRA-TRN-001694,Latur,"Maharashtra, India",Rabi/Winter,20.83,5.02,77.86,0.54,29.94,0,213.6,0.69,46.8,2.33,8.17,0,Optimal
AASRA-TRN-001695,Latur,"Maharashtra, India",Rabi/Winter,25.55,14.62,57.7,1.32,33.72,0,586.8,4.23,51.6,2.65,7.9,0,Optimal
AASRA-TRN-001696,Latur,"Maharashtra, India",Rabi/Winter,22.04,7.19,89.36,0.13,20.52,0,219.5,1.73,48.2,2.53,8.12,6,Salinity Stress
AASRA-TRN-001697,Latur,"Maharashtra, India",Kharif/Wet,34.82,30.15,80.34,1.19,30.54,2,367.6,10.53,45.6,2.5,7.66,0,Optimal
AASRA-TRN-001698,Latur,"Maharashtra, India",Zaid/Summer,46.27,31.78,32.47,5.83,27.63,10,2503.4,1.11,46.9,4.36,7.83,6,Salinity Stress
AASRA-TRN-001699,Latur,"Maharashtra, India",Rabi/Winter,19.92,10.5,95.52,0.15,17.54,0,212.1,1.79,45.4,1.36,8.13,2,Drought Stress
AASRA-TRN-001700,Latur,"Maharashtra, India",Kharif/Wet,34.38,25.37,74.12,1.39,19.58,0,1673.8,2.05,47.6,2.41,7.44,2,Drought Stress
AASRA-TRN-001701,Latur,"Maharashtra, India",Kharif/Wet,35.49,26.93,64.99,1.97,13.84,2,960.4,23.09,44.0,1.09,8.15,2,Drought Stress
AASRA-TRN-001702,Latur,"Maharashtra, India",Kharif/Wet,28.12,22.05,79.41,0.75,14.59,0,1079.9,8.48,43.7,0.74,7.9,2,Drought Stress
AASRA-TRN-001703,Latur,"Maharashtra, India",Kharif/Wet,26.76,16.98,61.7,1.26,35.54,0,645.3,37.09,44.9,2.84,8.83,6,Salinity Stress
AASRA-TRN-001704,Latur,"Maharashtra, India",Rabi/Winter,23.41,11.19,50.52,1.44,22.96,0,857.1,0.18,52.4,0.84,7.9,0,Optimal
AASRA-TRN-001705,Latur,"Maharashtra, India",Rabi/Winter,20.36,6.25,60.78,0.81,21.66,0,37.2,2.11,48.7,1.65,7.28,0,Optimal
AASRA-TRN-001706,Latur,"Maharashtra, India",Kharif/Wet,32.27,23.31,80.34,0.96,12.49,0,1023.8,12.89,43.7,2.01,7.25,2,Drought Stress
AASRA-TRN-001707,Latur,"Maharashtra, India",Kharif/Wet,27.42,21.96,63.21,1.38,47.18,0,406.5,75.06,54.5,1.32,8.71,4,Flooding / Waterlogging
AASRA-TRN-001708,Latur,"Maharashtra, India",Kharif/Wet,35.76,29.85,67.3,1.83,17.93,1,1157.7,4.26,54.5,2.26,7.55,0,Optimal
AASRA-TRN-001709,Latur,"Maharashtra, India",Kharif/Wet,21.79,14.67,74.75,0.69,23.2,0,194.8,5.75,50.3,1.23,7.96,0,Optimal
AASRA-TRN-001710,Latur,"Maharashtra, India",Rabi/Winter,21.73,9.24,62.27,0.96,13.51,0,346.6,0.7,38.2,1.38,7.82,2,Drought Stress
AASRA-TRN-001711,Latur,"Maharashtra, India",Kharif/Wet,29.04,20.62,97.29,0.13,16.99,0,1205.6,13.46,47.2,1.28,7.6,2,Drought Stress
AASRA-TRN-001712,Latur,"Maharashtra, India",Zaid/Summer,39.61,30.15,45.39,4.05,31.37,3,2494.5,2.02,41.5,0.93,7.09,3,Compound Stress (Heat+Drought)
AASRA-TRN-001713,Latur,"Maharashtra, India",Kharif/Wet,24.83,17.17,94.26,0.1,24.42,0,1199.7,14.4,48.0,2.34,7.75,0,Optimal
AASRA-TRN-001714,Latur,"Maharashtra, India",Rabi/Winter,18.73,9.15,56.89,0.84,25.88,0,219.4,4.92,52.3,3.75,8.48,6,Salinity Stress
AASRA-TRN-001715,Latur,"Maharashtra, India",Kharif/Wet,32.92,22.95,87.47,0.57,40.11,0,2142.5,4.82,49.8,0.83,7.7,0,Optimal
AASRA-TRN-001716,Latur,"Maharashtra, India",Zaid/Summer,39.97,28.43,25.3,5.58,30.87,2,1361.6,0.0,41.8,0.99,8.05,3,Compound Stress (Heat+Drought)
AASRA-TRN-001717,Latur,"Maharashtra, India",Rabi/Winter,14.49,1.49,87.09,0.2,9.56,0,48.6,1.66,48.1,1.06,7.92,5,Frost / Cold Stress
AASRA-TRN-001718,Latur,"Maharashtra, India",Rabi/Winter,19.97,11.17,95.46,0.1,20.68,0,443.1,4.17,48.3,1.59,8.03,2,Drought Stress
AASRA-TRN-001719,Latur,"Maharashtra, India",Kharif/Wet,25.29,17.3,66.8,1.04,12.19,0,415.2,1.89,48.1,1.19,8.12,2,Drought Stress
AASRA-TRN-001720,Latur,"Maharashtra, India",Zaid/Summer,46.55,31.93,40.37,5.79,12.73,9,1706.6,2.0,45.4,1.74,7.67,3,Compound Stress (Heat+Drought)
AASRA-TRN-001721,Latur,"Maharashtra, India",Rabi/Winter,12.88,-1.12,82.9,0.18,33.41,0,41.7,0.32,51.8,2.3,7.13,5,Frost / Cold Stress
AASRA-TRN-001722,Latur,"Maharashtra, India",Kharif/Wet,34.17,26.02,93.1,0.37,35.34,0,1719.6,57.8,49.7,0.8,7.45,0,Optimal
AASRA-TRN-001723,Latur,"Maharashtra, India",Zaid/Summer,39.26,27.4,13.63,5.88,25.1,6,2496.5,0.28,47.6,1.15,8.13,3,Compound Stress (Heat+Drought)
AASRA-TRN-001724,Latur,"Maharashtra, India",Kharif/Wet,30.05,23.08,65.34,1.45,23.68,0,1712.2,3.87,46.7,1.0,7.46,0,Optimal
AASRA-TRN-001725,Latur,"Maharashtra, India",Rabi/Winter,26.88,17.43,85.29,0.54,38.0,0,884.4,6.87,46.4,1.57,8.01,0,Optimal
AASRA-TRN-001726,Latur,"Maharashtra, India",Kharif/Wet,39.79,30.22,92.53,0.56,30.66,2,2498.0,15.14,55.9,2.52,7.75,1,Heat Stress
AASRA-TRN-001727,Latur,"Maharashtra, India",Zaid/Summer,40.51,31.91,40.92,4.32,24.0,6,1799.9,1.71,50.0,1.09,7.45,3,Compound Stress (Heat+Drought)
AASRA-TRN-001728,Latur,"Maharashtra, India",Rabi/Winter,30.28,19.48,95.22,0.25,14.03,0,1585.3,0.0,51.0,2.33,8.12,2,Drought Stress
AASRA-TRN-001729,Latur,"Maharashtra, India",Rabi/Winter,14.45,-0.5,63.29,0.59,22.26,0,45.9,4.47,49.6,2.92,7.92,5,Frost / Cold Stress
AASRA-TRN-001730,Latur,"Maharashtra, India",Kharif/Wet,34.55,27.81,77.9,1.23,16.8,3,2502.3,13.1,48.7,2.62,7.96,0,Optimal
AASRA-TRN-001731,Latur,"Maharashtra, India",Kharif/Wet,32.8,24.99,89.93,0.45,41.62,0,1792.5,39.29,42.9,0.97,7.63,0,Optimal
AASRA-TRN-001732,Latur,"Maharashtra, India",Rabi/Winter,21.6,5.63,49.73,1.36,34.24,0,411.6,5.1,48.7,0.96,8.13,0,Optimal
AASRA-TRN-001733,Latur,"Maharashtra, India",Zaid/Summer,43.6,31.78,27.83,5.86,12.85,14,1201.1,4.53,49.8,4.0,7.55,3,Compound Stress (Heat+Drought)
